id,user,transaction_date,sales_amount,join_date,region
17871,6314,2015-02-05,58.61,2014-01-09,I
17872,6830,2015-02-05,16.69,2014-04-23,B
17873,7566,2015-02-05,10.56,2015-02-05,C
17874,8905,2015-02-05,73.36,2015-02-05,M
17875,670,2014-02-06,40.90,2010-02-04,C
17876,630,2014-02-06,14.67,2010-03-20,I
17877,1932,2014-02-06,35.74,2011-06-14,G
17878,1023,2014-02-06,81.81,2010-04-12,C
17879,2080,2014-02-06,32.70,2014-02-06,G
17880,1974,2014-02-06,4.61,2010-12-22,H
17881,629,2014-02-06,11.86,2013-07-02,N
17882,3008,2014-02-06,88.90,2013-08-01,S
17883,2866,2014-02-06,39.26,2013-07-04,G
17884,2195,2014-02-06,24.70,2013-07-01,C
17885,3849,2014-02-06,84.75,2013-05-18,G
17886,1915,2014-02-06,62.36,2013-06-06,A
17887,4518,2014-02-06,25.32,2013-11-28,M
17888,4537,2014-02-06,6.61,2013-11-04,G
17889,5054,2014-02-06,9.84,2013-12-18,G
17890,4613,2014-02-06,36.06,2013-06-15,L
17891,5697,2014-02-06,45.92,2013-10-18,H
17892,4331,2014-02-06,17.61,2013-07-02,S
17893,5881,2014-02-06,24.99,2014-03-21,P
17894,4764,2014-02-06,45.72,2013-11-28,I
17895,7214,2014-02-06,41.80,2011-07-12,T
17896,8723,2014-02-06,42.20,2010-08-09,H
17897,9966,2014-02-06,29.50,2009-05-26,F
17898,133,2014-02-07,50.42,2008-05-15,M
17899,239,2014-02-07,190.04,2002-04-29,I
17900,175,2014-02-07,25.82,2004-06-26,O
17901,178,2014-02-07,43.15,2000-05-14,B
17902,322,2014-02-07,40.59,2010-12-21,M
17903,826,2014-02-07,4.84,2009-11-02,B
17904,1438,2014-02-07,32.70,2010-12-12,I
17905,651,2014-02-07,66.51,2011-06-13,H
17906,2085,2014-02-07,24.51,2010-05-17,B
17907,1336,2014-02-07,50.74,2011-09-23,E
17908,2832,2014-02-07,75.28,2014-02-07,I
17909,1656,2014-02-07,22.12,2013-07-01,G
17910,3676,2014-02-07,6.14,2013-11-28,I
17911,2294,2014-02-07,6.22,2014-03-21,T
17912,4116,2014-02-07,27.99,2014-01-27,M
17913,2310,2014-02-07,21.06,2013-07-01,B
17914,1555,2014-02-07,47.44,2013-07-25,P
17915,4069,2014-02-07,26.64,2013-06-25,M
17916,4079,2014-02-07,28.05,2013-09-17,I
17917,4693,2014-02-07,88.51,2014-12-21,I
17918,3192,2014-02-07,10.24,2013-07-01,P
17919,3192,2014-02-07,6.48,2013-07-01,P
17920,4128,2014-02-07,10.88,2014-01-13,G
17921,2283,2014-02-07,33.42,2013-07-25,P
17922,4985,2014-02-07,30.33,2013-11-28,H
17923,3409,2014-02-07,61.29,2013-07-25,G
17924,4572,2014-02-07,22.94,2013-10-30,I
17925,5286,2014-02-07,37.29,2013-10-04,C
17926,6412,2014-02-07,20.31,2014-10-18,I
17927,4603,2014-02-07,22.04,2013-10-04,B
17928,7364,2014-02-07,17.94,2014-03-21,C
17929,6412,2014-02-07,55.21,2014-10-18,I
17930,7637,2014-02-07,19.66,2014-03-21,C
17931,4530,2014-02-07,3.35,2013-09-17,C
17932,7734,2014-02-07,11.30,2014-03-21,C
17933,6869,2014-02-07,89.87,2013-05-11,C
17934,7547,2014-02-07,41.34,2014-03-21,C
17935,7214,2014-02-07,30.32,2011-07-12,T
17936,4240,2014-02-07,32.88,2013-08-07,H
17937,6869,2014-02-07,22.94,2013-05-11,C
17938,8424,2014-02-07,29.83,2005-05-06,I
17939,7016,2014-02-07,13.06,2014-11-01,G
17940,8762,2014-02-07,61.30,2014-03-21,P
17941,7214,2014-02-07,28.84,2011-07-12,T
17942,6382,2014-02-07,20.89,2003-09-25,S
17943,7214,2014-02-07,23.76,2011-07-12,T
17944,9726,2014-02-07,89.81,2014-03-21,S
17945,96,2014-02-08,78.62,2008-01-11,M
17946,138,2014-02-08,64.13,2003-08-19,H
17947,96,2014-02-08,32.40,2008-01-11,M
17948,616,2014-02-08,48.56,2009-04-01,B
17949,164,2014-02-08,58.11,2002-07-09,B
17950,76,2014-02-08,9.02,2004-12-17,B
17951,258,2014-02-08,14.67,2005-12-23,B
17952,103,2014-02-08,52.49,2008-04-08,E
17953,255,2014-02-08,36.10,2009-05-22,C
17954,468,2014-02-08,65.63,2006-08-10,F
17955,120,2014-02-08,97.45,2009-10-10,I
17956,96,2014-02-08,28.78,2008-01-11,M
17957,1323,2014-02-08,80.54,2013-07-01,I
17958,904,2014-02-08,71.35,2012-03-29,A
17959,213,2014-02-08,25.33,2008-06-07,A
17960,577,2014-02-08,26.06,2009-06-29,C
17961,729,2014-02-08,20.08,2010-05-27,B
17962,776,2014-02-08,3.27,2011-03-05,B
17963,1457,2014-02-08,9.72,2013-12-07,A
17964,2144,2014-02-08,46.56,2014-02-08,D
17965,1522,2014-02-08,10.17,2012-09-25,B
17966,2334,2014-02-08,29.54,2014-02-08,J
17967,2496,2014-02-08,56.43,2014-02-08,C
17968,2901,2014-02-08,37.31,2011-10-19,E
17969,1460,2014-02-08,2.87,1999-11-15,B
17970,3362,2014-02-08,23.43,1111-11-11,B
17971,2686,2014-02-08,11.39,2014-02-08,C
17972,629,2014-02-08,32.88,2013-07-02,N
17973,1756,2014-02-08,32.42,2013-07-01,G
17974,1711,2014-02-08,95.12,2013-07-25,B
17975,3062,2014-02-08,28.93,2014-12-04,O
17976,3263,2014-02-08,14.34,2013-07-25,I
17977,3263,2014-02-08,30.31,2013-07-25,I
17978,3192,2014-02-08,25.56,2013-07-01,P
17979,4824,2014-02-08,108.83,2013-08-21,P
17980,3811,2014-02-08,22.94,2013-07-02,O
17981,4292,2014-02-08,77.12,2014-01-29,C
17982,4861,2014-02-08,7.04,2013-10-30,Q
17983,3409,2014-02-08,50.39,2013-07-25,G
17984,4974,2014-02-08,38.01,2013-08-21,B
17985,5690,2014-02-08,44.26,2014-03-21,P
17986,5689,2014-02-08,28.01,2014-03-21,G
17987,5119,2014-02-08,61.67,2013-12-14,P
17988,5848,2014-02-08,136.46,2014-03-21,E
17989,3162,2014-02-08,47.68,2013-09-02,I
17990,4939,2014-02-08,28.66,2013-09-02,A
17991,4530,2014-02-08,4.09,2013-09-17,C
17992,4653,2014-02-08,187.29,2013-10-30,G
17993,5365,2014-02-08,60.30,2014-03-21,I
17994,5697,2014-02-08,10.39,2013-10-18,H
17995,5858,2014-02-08,39.82,2014-03-21,D
17996,6181,2014-02-08,81.42,2014-03-21,E
17997,2416,2014-02-08,33.04,2013-07-01,T
17998,4903,2014-02-08,32.79,2014-03-21,M
17999,6417,2014-02-08,19.79,2014-03-21,H
18000,4677,2014-02-08,8.19,2013-12-03,I
18001,4447,2014-02-08,25.81,2013-10-04,L
18002,5344,2014-02-08,20.07,2014-03-21,H
18003,6165,2014-02-08,71.45,2014-01-09,I
18004,6978,2014-02-08,21.22,2014-11-10,I
18005,6834,2014-02-08,51.55,2013-11-18,I
18006,5694,2014-02-08,25.81,2015-02-16,C
18007,3326,2014-02-08,45.72,2014-11-12,G
18008,6374,2014-02-08,42.20,2014-03-21,C
18009,6692,2014-02-08,7.74,2006-07-12,Q
18010,7192,2014-02-08,3.28,2007-09-05,G
18011,4931,2014-02-08,58.82,2014-03-21,C
18012,7761,2014-02-08,8.68,2014-03-21,M
18013,7852,2014-02-08,6.54,2003-12-16,B
18014,7214,2014-02-08,52.45,2011-07-12,T
18015,4645,2014-02-08,153.72,2014-11-17,S
18016,8452,2014-02-08,5.98,2014-03-21,N
18017,5274,2014-02-08,45.77,2006-01-02,B
18018,5802,2014-02-08,34.41,2013-12-03,M
18019,8350,2014-02-08,9.68,2006-08-25,B
18020,104,2014-02-09,20.41,2007-04-05,H
18021,57,2014-02-09,23.69,2013-11-14,C
18022,340,2014-02-09,16.40,2007-04-18,E
18023,336,2014-02-09,41.50,2010-05-28,N
18024,96,2014-02-09,1.42,2008-01-11,M
18025,1558,2014-02-09,28.28,2014-02-09,M
18026,1103,2014-02-09,6.40,2011-03-10,D
18027,379,2014-02-09,59.13,2012-02-25,B
18028,4,2014-02-09,18.40,2011-07-28,B
18029,563,2014-02-09,38.27,2010-07-18,H
18030,2074,2014-02-09,72.10,2011-03-17,J
18031,913,2014-02-09,76.60,2013-06-16,B
18032,1974,2014-02-09,23.24,2010-12-22,H
18033,2444,2014-02-09,66.50,2011-11-16,N
18034,2528,2014-02-09,7.34,2013-07-01,G
18035,4221,2014-02-09,39.34,2013-07-02,I
18036,5212,2014-02-09,40.98,2014-03-21,K
18037,5598,2014-02-09,63.27,2013-10-12,D
18038,5918,2014-02-09,10.65,2014-03-21,P
18039,4367,2014-02-09,1.47,2013-08-01,G
18040,6008,2014-02-09,10.99,2008-03-08,G
18041,6125,2014-02-09,33.92,2013-12-03,O
18042,5715,2014-02-09,44.33,2013-07-01,S
18043,6758,2014-02-09,16.47,2012-03-14,M
18044,6692,2014-02-09,25.81,2006-07-12,Q
18045,7214,2014-02-09,7.38,2011-07-12,T
18046,6692,2014-02-09,30.31,2006-07-12,Q
18047,8149,2014-02-09,4.49,2011-05-10,O
18048,7214,2014-02-09,11.47,2011-07-12,T
18049,8996,2014-02-09,8.07,2011-10-02,O
18050,8682,2014-02-09,31.14,2011-11-19,I
18051,4941,2014-02-09,4.92,2014-12-02,A
18052,53,2014-02-10,13.45,2000-03-23,B
18053,200,2014-02-10,13.85,2007-09-20,J
18054,1087,2014-02-10,42.46,2012-03-03,B
18055,92,2014-02-10,8.93,2009-07-29,D
18056,1586,2014-02-10,21.07,2014-02-10,D
18057,279,2014-02-10,83.32,2011-05-31,D
18058,1298,2014-02-10,26.26,2014-02-10,G
18059,3247,2014-02-10,46.47,2014-02-10,C
18060,2297,2014-02-10,14.51,2013-07-02,N
18061,3095,2014-02-10,4.09,2013-06-14,C
18062,2611,2014-02-10,22.69,2014-12-13,G
18063,4804,2014-02-10,20.89,2013-10-30,L
18064,2477,2014-02-10,68.16,2013-06-05,I
18065,5174,2014-02-10,93.92,2013-10-30,I
18066,5771,2014-02-10,11.45,2014-01-29,B
18067,5099,2014-02-10,12.29,2013-12-03,D
18068,5753,2014-02-10,12.13,2013-10-04,S
18069,6574,2014-02-10,34.42,2013-12-16,A
18070,4600,2014-02-10,146.21,2013-12-19,I
18071,7508,2014-02-10,50.81,2014-03-21,D
18072,8171,2014-02-10,8.19,2012-09-01,S
18073,8669,2014-02-10,56.30,2006-05-12,I
18074,6577,2014-02-10,24.17,2012-04-02,G
18075,14,2014-02-11,37.97,2004-06-24,F
18076,96,2014-02-11,20.14,2008-01-11,M
18077,138,2014-02-11,45.12,2003-08-19,H
18078,168,2014-02-11,58.99,2003-09-17,H
18079,1166,2014-02-11,8.93,2009-05-16,M
18080,53,2014-02-11,13.45,2000-03-23,B
18081,602,2014-02-11,31.06,2013-09-02,H
18082,1662,2014-02-11,47.46,2013-04-27,A
18083,1266,2014-02-11,56.85,2011-09-17,A
18084,112,2014-02-11,17.62,2011-04-27,B
18085,742,2014-02-11,29.34,2010-01-30,B
18086,1310,2014-02-11,10.58,2013-04-24,N
18087,959,2014-02-11,15.91,2013-03-26,C
18088,2270,2014-02-11,50.41,2013-07-01,H
18089,2376,2014-02-11,47.43,2014-03-21,K
18090,3925,2014-02-11,13.68,2014-03-21,I
18091,4113,2014-02-11,10.65,2013-07-25,C
18092,2352,2014-02-11,21.37,2013-07-25,I
18093,3649,2014-02-11,28.83,2013-11-19,C
18094,4302,2014-02-11,43.27,2013-07-02,I
18095,5260,2014-02-11,2.46,2013-12-03,C
18096,5305,2014-02-11,22.28,2014-11-12,G
18097,4785,2014-02-11,4.10,2013-12-18,G
18098,4268,2014-02-11,192.24,2014-04-25,I
18099,4932,2014-02-11,73.71,2013-08-01,L
18100,5989,2014-02-11,9.57,2014-03-21,C
18101,5656,2014-02-11,56.74,2014-03-21,C
18102,6278,2014-02-11,32.43,2014-03-21,F
18103,5309,2014-02-11,10.65,2014-03-21,L
18104,4572,2014-02-11,147.92,2013-10-30,I
18105,6318,2014-02-11,34.83,2014-03-21,F
18106,5968,2014-02-11,41.67,2013-11-28,B
18107,5553,2014-02-11,34.82,2013-12-03,S
18108,5735,2014-02-11,44.25,2014-03-21,P
18109,5656,2014-02-11,12.29,2014-03-21,C
18110,7672,2014-02-11,74.99,2014-03-21,B
18111,5105,2014-02-11,68.84,2014-12-01,I
18112,6482,2014-02-11,50.15,2014-02-10,H
18113,7214,2014-02-11,82.20,2011-07-12,T
18114,7214,2014-02-11,75.55,2011-07-12,T
18115,5656,2014-02-11,5.73,2014-03-21,C
18116,7335,2014-02-11,40.16,2013-04-22,I
18117,126,2014-02-12,14.67,2005-04-11,I
18118,1035,2014-02-12,11.07,2011-03-21,M
18119,1262,2014-02-12,61.31,2014-02-12,E
18120,514,2014-02-12,82.66,2007-10-07,D
18121,1579,2014-02-12,26.89,2014-01-11,C
18122,1008,2014-02-12,35.28,2010-03-18,B
18123,1819,2014-02-12,88.18,2013-07-01,B
18124,146,2014-02-12,18.61,2010-05-07,B
18125,647,2014-02-12,27.79,2014-02-12,H
18126,1979,2014-02-12,20.38,2014-02-12,I
18127,629,2014-02-12,49.61,2013-07-02,N
18128,629,2014-02-12,95.88,2013-07-02,N
18129,3109,2014-02-12,74.10,2014-02-12,M
18130,3960,2014-02-12,22.05,2014-02-12,C
18131,4003,2014-02-12,10.16,2014-02-12,I
18132,898,2014-02-12,53.14,2013-07-17,D
18133,3273,2014-02-12,40.37,2013-07-25,B
18134,1717,2014-02-12,29.35,2014-02-12,B
18135,2941,2014-02-12,5.32,2013-07-01,G
18136,2684,2014-02-12,24.17,2013-07-01,D
18137,2759,2014-02-12,64.42,2013-05-26,C
18138,3242,2014-02-12,19.66,2014-03-21,I
18139,3242,2014-02-12,66.39,2014-03-21,I
18140,3649,2014-02-12,38.76,2013-11-19,C
18141,4984,2014-02-12,6.31,2013-10-04,N
18142,5261,2014-02-12,18.84,2013-10-04,S
18143,3487,2014-02-12,82.35,2013-07-02,B
18144,4309,2014-02-12,4.91,2013-08-01,A
18145,5396,2014-02-12,4.10,2013-10-31,G
18146,4944,2014-02-12,5.73,2013-07-01,A
18147,4728,2014-02-12,136.39,2013-07-25,G
18148,6235,2014-02-12,27.86,2014-03-21,H
18149,6250,2014-02-12,4.91,2014-03-21,D
18150,6277,2014-02-12,12.86,2013-12-15,C
18151,6262,2014-02-12,8.76,2014-01-09,S
18152,6250,2014-02-12,1.23,2014-03-21,D
18153,6044,2014-02-12,29.94,2013-12-15,P
18154,6388,2014-02-12,47.53,2014-03-21,D
18155,7392,2014-02-12,1.63,2014-03-21,D
18156,7528,2014-02-12,84.90,2014-03-21,H
18157,5717,2014-02-12,132.81,2014-03-21,S
18158,6388,2014-02-12,5.28,2014-03-21,D
18159,6388,2014-02-12,24.56,2014-03-21,D
18160,7392,2014-02-12,47.94,2014-03-21,D
18161,7214,2014-02-12,48.35,2011-07-12,T
18162,8621,2014-02-12,24.47,2013-05-07,E
18163,6412,2014-02-12,20.69,2014-10-18,I
18164,5308,2014-02-12,13.92,2013-11-04,H
18165,6388,2014-02-12,23.09,2014-03-21,D
18166,7214,2014-02-12,35.65,2011-07-12,T
18167,7214,2014-02-12,76.30,2011-07-12,T
18168,7474,2014-02-12,34.74,2013-08-21,A
18169,9664,2014-02-12,47.53,2007-12-01,H
18170,6271,2014-02-12,26.42,2008-01-17,G
18171,9129,2014-02-12,100.68,2012-10-19,H
18172,69,2014-02-13,3.28,2001-01-01,B
18173,652,2014-02-13,9.35,2011-04-11,B
18174,4,2014-02-13,37.38,2011-07-28,B
18175,2295,2014-02-13,16.37,2014-02-13,I
18176,3181,2014-02-13,38.44,2014-02-13,P
18177,1307,2014-02-13,66.30,2013-08-21,G
18178,2983,2014-02-13,14.75,2013-07-01,C
18179,756,2014-02-13,20.32,2013-04-08,H
18180,1878,2014-02-13,40.89,2013-07-01,I
18181,2626,2014-02-13,41.56,2013-07-01,C
18182,3816,2014-02-13,5.06,2013-08-01,G
18183,2851,2014-02-13,86.88,2013-07-02,Q
18184,3637,2014-02-13,31.55,2013-07-02,N
18185,2504,2014-02-13,28.52,2013-07-01,P
18186,2065,2014-02-13,24.17,2013-07-01,S
18187,2221,2014-02-13,51.78,2013-07-01,I
18188,3242,2014-02-13,65.48,2014-03-21,I
18189,4977,2014-02-13,33.84,2013-12-20,B
18190,3151,2014-02-13,10.57,2013-07-02,G
18191,5398,2014-02-13,3.52,2013-08-01,B
18192,5428,2014-02-13,21.71,2013-11-28,C
18193,3308,2014-02-13,59.98,2013-07-25,L
18194,5221,2014-02-13,9.09,2013-11-12,F
18195,4927,2014-02-13,32.20,2013-11-26,F
18196,5960,2014-02-13,35.24,2013-02-14,C
18197,4521,2014-02-13,47.12,2013-12-10,L
18198,4485,2014-02-13,72.12,2014-03-21,A
18199,4971,2014-02-13,19.34,2014-01-09,G
18200,4690,2014-02-13,36.46,2013-10-30,C
18201,5832,2014-02-13,53.43,2014-01-09,E
18202,5172,2014-02-13,65.22,2013-08-01,H
18203,4862,2014-02-13,2.46,2014-12-20,C
18204,4693,2014-02-13,2.08,2014-12-21,I
18205,4693,2014-02-13,43.42,2014-12-21,I
18206,6939,2014-02-13,82.84,2006-09-16,H
18207,5920,2014-02-13,65.96,2013-09-02,G
18208,7214,2014-02-13,18.43,2011-07-12,T
18209,7467,2014-02-13,74.10,2014-03-21,B
18210,7553,2014-02-13,44.66,2014-03-21,C
18211,7794,2014-02-13,68.18,2014-03-21,G
18212,8016,2014-02-13,4.90,2003-10-25,B
18213,5428,2014-02-13,59.02,2013-11-28,C
18214,5428,2014-02-13,12.29,2013-11-28,C
18215,7870,2014-02-13,17.61,2008-05-30,P
18216,7456,2014-02-13,48.52,2008-03-27,M
18217,4987,2014-02-13,33.60,2013-11-24,D
18218,6697,2014-02-13,14.65,2014-04-01,S
18219,7214,2014-02-13,32.78,2011-07-12,T
18220,7618,2014-02-13,107.26,2007-04-05,C
18221,4840,2014-02-13,12.66,2013-11-28,B
18222,5817,2014-02-13,92.94,2014-04-22,Q
18223,9482,2014-02-13,86.70,2006-07-07,P
18224,6047,2014-02-13,38.34,2014-01-16,B
18225,8038,2014-02-13,48.19,2003-07-03,O
18226,7214,2014-02-13,35.93,2011-07-12,T
18227,6986,2014-02-13,52.86,2013-11-28,A
18228,7214,2014-02-13,20.65,2011-07-12,T
18229,5935,2014-02-13,138.03,2015-02-22,H
18230,8489,2014-02-13,67.44,2007-05-05,C
18231,612,2014-02-14,11.81,2009-05-18,B
18232,748,2014-02-14,34.76,2010-05-05,M
18233,666,2014-02-14,40.90,2009-05-08,C
18234,1060,2014-02-14,4.76,2010-07-28,B
18235,123,2014-02-14,7.38,2002-10-25,B
18236,347,2014-02-14,42.46,2002-02-16,B
18237,119,2014-02-14,44.53,2009-10-10,F
18238,890,2014-02-14,19.26,2010-03-26,E
18239,1904,2014-02-14,77.79,2011-11-26,G
18240,1445,2014-02-14,37.97,2011-02-19,B
18241,665,2014-02-14,8.94,2011-02-08,E
18242,764,2014-02-14,142.49,2013-05-09,I
18243,748,2014-02-14,116.59,2010-05-05,M
18244,2462,2014-02-14,46.91,2013-05-16,I
18245,537,2014-02-14,98.12,2011-06-01,C
18246,739,2014-02-14,11.39,2011-09-14,N
18247,311,2014-02-14,36.80,2011-04-15,G
18248,2172,2014-02-14,43.36,2012-09-30,L
18249,2858,2014-02-14,42.66,2014-02-14,E
18250,1905,2014-02-14,66.58,2013-02-25,L
18251,876,2014-02-14,45.12,2012-12-11,D
18252,1594,2014-02-14,32.70,2012-01-04,M
18253,1961,2014-02-14,12.77,2013-06-06,G
18254,3484,2014-02-14,15.24,2013-07-02,C
18255,1307,2014-02-14,61.42,2013-08-21,G
18256,3499,2014-02-14,15.97,2013-06-03,D
18257,1779,2014-02-14,54.95,2013-04-05,N
18258,2238,2014-02-14,3.11,2013-07-01,C
18259,2208,2014-02-14,296.75,2013-07-01,B
18260,2043,2014-02-14,9.58,2015-01-21,G
18261,1307,2014-02-14,10.65,2013-08-21,G
18262,4404,2014-02-14,88.52,2013-09-18,I
18263,4043,2014-02-14,60.65,2013-08-01,F
18264,2143,2014-02-14,70.82,2013-07-02,S
18265,3532,2014-02-14,7.38,2013-06-16,C
18266,4408,2014-02-14,37.30,2013-06-27,P
18267,4067,2014-02-14,115.34,2013-06-06,P
18268,4253,2014-02-14,4.66,2014-12-20,D
18269,3601,2014-02-14,11.88,2013-07-25,D
18270,3383,2014-02-14,36.71,2013-07-02,I
18271,4240,2014-02-14,74.64,2013-08-07,H
18272,3507,2014-02-14,23.98,2013-07-02,F
18273,4860,2014-02-14,20.07,2013-10-04,F
18274,2461,2014-02-14,62.55,2014-11-12,A
18275,3485,2014-02-14,22.13,2013-06-29,F
18276,2342,2014-02-14,7.36,2013-07-01,G
18277,3985,2014-02-14,74.31,2013-07-01,H
18278,2739,2014-02-14,38.52,2013-05-31,P
18279,3242,2014-02-14,69.43,2014-03-21,I
18280,4075,2014-02-14,18.02,2013-07-02,D
18281,4067,2014-02-14,13.85,2013-06-06,P
18282,4297,2014-02-14,96.05,2014-01-18,I
18283,4785,2014-02-14,49.74,2013-12-18,G
18284,4873,2014-02-14,149.44,2013-10-04,G
18285,4478,2014-02-14,21.30,2014-03-21,C
18286,4565,2014-02-14,66.62,2014-12-25,G
18287,4587,2014-02-14,18.61,2013-08-16,G
18288,4859,2014-02-14,76.05,2013-08-21,F
18289,5142,2014-02-14,16.54,2013-09-21,C
18290,4240,2014-02-14,8.25,2013-08-07,H
18291,4281,2014-02-14,8.17,2013-11-04,G
18292,5217,2014-02-14,40.57,2014-04-15,S
18293,4977,2014-02-14,44.66,2013-12-20,B
18294,5679,2014-02-14,29.40,2014-01-09,A
18295,6828,2014-02-14,21.30,2014-03-21,A
18296,4977,2014-02-14,47.21,2013-12-20,B
18297,6830,2014-02-14,24.21,2014-04-23,B
18298,6970,2014-02-14,20.32,2013-11-04,D
18299,7172,2014-02-14,29.49,2014-03-21,C
18300,7139,2014-02-14,22.41,2014-03-21,T
18301,5369,2014-02-14,23.09,2013-12-20,D
18302,6539,2014-02-14,68.50,2014-03-21,G
18303,4245,2014-02-14,14.75,2013-09-17,O
18304,4151,2014-02-14,13.01,2013-07-25,G
18305,7747,2014-02-14,81.30,2014-11-10,A
18306,5498,2014-02-14,54.42,2014-10-24,I
18307,5353,2014-02-14,13.55,2013-10-30,B
18308,7214,2014-02-14,64.49,2011-07-12,T
18309,8558,2014-02-14,76.71,2014-03-21,I
18310,7092,2014-02-14,40.85,2014-02-10,P
18311,6985,2014-02-14,44.64,2014-11-08,A
18312,8898,2014-02-14,44.66,2005-07-22,S
18313,8312,2014-02-14,48.35,2011-05-14,G
18314,7632,2014-02-14,41.01,2006-05-10,C
18315,7214,2014-02-14,63.26,2011-07-12,T
18316,4865,2014-02-14,37.24,2014-03-21,C
18317,7214,2014-02-14,48.35,2011-07-12,T
18318,4977,2014-02-14,59.01,2013-12-20,B
18319,422,2014-02-15,43.36,2007-02-27,B
18320,25,2014-02-15,19.18,2001-01-01,B
18321,53,2014-02-15,60.57,2000-03-23,B
18322,86,2014-02-15,22.54,2010-07-25,B
18323,415,2014-02-15,92.53,2007-03-16,I
18324,264,2014-02-15,74.79,2004-06-17,B
18325,39,2014-02-15,17.62,2009-01-04,L
18326,503,2014-02-15,45.18,2009-03-09,D
18327,770,2014-02-15,25.33,2010-12-09,L
18328,15,2014-02-15,49.48,2010-07-04,G
18329,297,2014-02-15,86.36,2013-04-06,B
18330,1127,2014-02-15,10.57,2010-06-01,B
18331,708,2014-02-15,6.48,2010-05-02,H
18332,4,2014-02-15,93.64,2011-07-28,B
18333,1229,2014-02-15,17.13,2011-07-11,I
18334,295,2014-02-15,45.82,2011-09-28,B
18335,2468,2014-02-15,16.16,2014-02-15,I
18336,112,2014-02-15,44.04,2011-04-27,B
18337,2617,2014-02-15,38.92,2013-07-01,B
18338,3649,2014-02-15,32.00,2013-11-19,C
18339,1873,2014-02-15,108.21,2014-12-22,I
18340,4361,2014-02-15,92.44,2013-05-25,S
18341,629,2014-02-15,41.18,2013-07-02,N
18342,4522,2014-02-15,10.07,2014-12-04,I
18343,4460,2014-02-15,82.75,2013-07-25,G
18344,3426,2014-02-15,4.02,2013-06-02,L
18345,4327,2014-02-15,40.94,2013-07-25,S
18346,2772,2014-02-15,116.37,2014-03-21,D
18347,3881,2014-02-15,31.35,2013-06-16,F
18348,4811,2014-02-15,14.60,2013-10-31,H
18349,4866,2014-02-15,97.66,2013-12-11,T
18350,4717,2014-02-15,107.70,2013-11-04,S
18351,5426,2014-02-15,28.27,2014-03-21,M
18352,3242,2014-02-15,30.00,2014-03-21,I
18353,5051,2014-02-15,23.41,2015-03-03,C
18354,5456,2014-02-15,51.84,2014-03-21,E
18355,3733,2014-02-15,8.60,2014-03-21,E
18356,4625,2014-02-15,18.02,2013-09-17,H
18357,3090,2014-02-15,20.89,2013-08-21,P
18358,4811,2014-02-15,4.76,2013-10-31,H
18359,4903,2014-02-15,18.38,2014-03-21,M
18360,6275,2014-02-15,25.27,2014-03-21,I
18361,5434,2014-02-15,10.07,2013-08-01,B
18362,5537,2014-02-15,8.99,2014-01-27,I
18363,2772,2014-02-15,161.45,2014-03-21,D
18364,5372,2014-02-15,7.30,2014-03-21,L
18365,6336,2014-02-15,8.19,2014-03-21,I
18366,7603,2014-02-15,54.65,2010-10-11,F
18367,5161,2014-02-15,21.60,2014-01-29,F
18368,6444,2014-02-15,8.20,2015-01-06,G
18369,7755,2014-02-15,10.65,2013-03-30,T
18370,7927,2014-02-15,5.31,2014-03-21,G
18371,8040,2014-02-15,6.05,2005-07-08,G
18372,6726,2014-02-15,11.06,2014-03-21,C
18373,8546,2014-02-15,9.75,2003-09-10,H
18374,7214,2014-02-15,3.27,2011-07-12,T
18375,5274,2014-02-15,11.46,2006-01-02,B
18376,8143,2014-02-15,8.11,2014-11-18,G
18377,5854,2014-02-15,57.65,2014-01-29,A
18378,5874,2014-02-15,33.58,2008-12-04,C
18379,7588,2014-02-15,16.38,2005-12-03,B
18380,8127,2014-02-15,2.87,2004-07-16,S
18381,7214,2014-02-15,43.84,2011-07-12,T
18382,8743,2014-02-15,51.71,2013-02-09,I
18383,9741,2014-02-15,27.02,2008-06-14,T
18384,9732,2014-02-15,51.05,2007-01-16,G
18385,9825,2014-02-15,21.21,2014-03-21,A
18386,7214,2014-02-15,14.01,2011-07-12,T
18387,93,2014-02-16,22.78,2001-01-01,B
18388,261,2014-02-16,16.31,2004-10-19,B
18389,37,2014-02-16,10.49,2001-01-01,B
18390,2825,2014-02-16,14.67,2013-09-15,F
18391,3044,2014-02-16,82.42,2014-02-16,A
18392,3243,2014-02-16,68.40,2014-02-16,F
18393,3235,2014-02-16,20.00,2013-06-08,C
18394,2959,2014-02-16,28.70,2013-07-02,C
18395,4324,2014-02-16,43.60,2013-09-17,U
18396,5673,2014-02-16,49.99,2013-07-02,C
18397,5157,2014-02-16,111.85,2013-10-30,I
18398,6223,2014-02-16,9.82,2014-03-21,G
18399,5883,2014-02-16,36.88,2014-03-21,D
18400,3989,2014-02-16,95.23,2013-08-01,I
18401,2221,2014-02-16,29.44,2013-07-01,I
18402,4397,2014-02-16,56.96,2013-08-01,I
18403,4903,2014-02-16,8.43,2014-03-21,M
18404,9185,2014-02-16,40.98,2013-01-28,C
18405,6732,2014-02-16,32.70,2014-01-15,D
18406,9307,2014-02-16,103.48,2014-03-21,K
18407,5968,2014-02-16,14.89,2013-11-28,B
18408,4903,2014-02-16,55.22,2014-03-21,M
18409,7953,2014-02-16,6.15,2013-05-11,H
18410,103,2014-02-17,34.07,2008-04-08,E
18411,283,2014-02-17,101.26,2006-04-11,D
