id,user,transaction_date,sales_amount,join_date,region
36475,1992,3/10/15,28.14,3/10/15,A
36476,1989,3/10/15,46.9,4/28/14,C
36477,2127,3/10/15,11.8,3/10/15,M
36478,756,3/10/15,29.91,4/8/13,H
36479,2366,3/10/15,41.45,3/10/15,I
36480,1634,3/10/15,13.11,11/28/12,I
36481,1381,3/10/15,15.08,7/14/08,B
36482,2008,3/10/15,16.7,12/16/13,B
36483,1506,3/10/15,19.1,4/18/15,D
36484,1270,3/10/15,18.86,1/24/11,C
36485,629,3/10/15,226.69,7/2/13,N
36486,3570,3/10/15,3.94,3/10/15,C
36487,2526,3/10/15,13.43,7/1/13,M
36488,4419,3/10/15,46.68,3/10/15,M
36489,1581,3/10/15,9.85,7/1/13,L
36490,2789,3/10/15,49.02,5/29/13,C
36491,4812,3/10/15,47.13,8/1/13,G
36492,3434,3/10/15,23.05,9/2/13,L
36493,4812,3/10/15,82.7,8/1/13,G
36494,2297,3/10/15,39.07,7/2/13,N
36495,6051,3/10/15,37.46,1/29/15,G
36496,5016,3/10/15,40.47,12/18/13,E
36497,5495,3/10/15,13.11,1/2/14,C
36498,7381,3/10/15,4.2,2/5/04,P
36499,4717,3/10/15,227.37,11/4/13,S
36500,5808,3/10/15,409.24,10/18/03,H
36501,7227,3/10/15,17.87,1/12/15,D
36502,6300,3/10/15,15.84,3/29/14,C
36503,9880,3/10/15,74.8,3/10/15,H
36504,319,3/11/15,12.29,3/30/99,B
36505,507,3/11/15,87.65,5/10/09,C
36506,1219,3/11/15,19.17,5/19/12,C
36507,1549,3/11/15,27.46,9/7/11,M
36508,124,3/11/15,9.6,2/11/10,J
36509,124,3/11/15,53.92,2/11/10,J
36510,2406,3/11/15,94.92,3/11/15,D
36511,1190,3/11/15,2.04,1/27/15,B
36512,3040,3/11/15,19.26,3/11/15,C
36513,3295,3/11/15,26.64,3/11/15,C
36514,768,3/11/15,35.24,2/16/15,L
36515,3295,3/11/15,50.74,3/11/15,C
36516,1754,3/11/15,45.49,7/2/13,B
36517,4719,3/11/15,16.76,3/11/15,C
36518,4532,3/11/15,12.7,8/1/13,I
36519,4240,3/11/15,39.45,8/7/13,H
36520,4514,3/11/15,16.72,1/9/14,F
36521,3405,3/11/15,7.17,8/1/13,G
36522,4265,3/11/15,7.77,7/1/13,I
36523,4696,3/11/15,75.21,10/4/13,C
36524,4835,3/11/15,62.63,12/5/13,H
36525,6013,3/11/15,100.92,7/5/10,C
36526,8802,3/11/15,38.12,6/13/07,P
36527,8148,3/11/15,16.39,12/1/14,E
36528,8021,3/11/15,42.08,3/11/15,S
36529,356,3/12/15,48.13,5/25/04,O
36530,238,3/12/15,29.51,10/13/09,B
36531,53,3/12/15,31.07,3/23/00,B
36532,634,3/12/15,4.51,3/14/04,B
36533,173,3/12/15,9.26,6/5/07,C
36534,336,3/12/15,196.57,5/28/10,N
36535,59,3/12/15,64.53,2/14/07,B
36536,310,3/12/15,118.25,11/14/10,M
36537,1056,3/12/15,121.11,5/29/11,C
36538,630,3/12/15,22.78,3/20/10,I
36539,1403,3/12/15,48.42,2/1/12,I
36540,1244,3/12/15,45.58,4/1/13,B
36541,615,3/12/15,67.93,9/30/03,B
36542,1455,3/12/15,40.74,9/7/13,C
36543,732,3/12/15,20.46,8/10/11,B
36544,2469,3/12/15,9.41,2/14/15,I
36545,2996,3/12/15,12.46,3/12/15,C
36546,3686,3/12/15,34.42,7/1/13,D
36547,3703,3/12/15,26.14,3/12/15,C
36548,2291,3/12/15,135.86,2/27/15,C
36549,3746,3/12/15,32.53,3/12/15,C
36550,4099,3/12/15,63.32,3/12/15,J
36551,4564,3/12/15,5.8,12/10/14,G
36552,2477,3/12/15,62.31,6/5/13,I
36553,2053,3/12/15,8.74,7/1/13,L
36554,3326,3/12/15,47.95,11/12/14,G
36555,4554,3/12/15,165.52,11/24/14,L
36556,5620,3/12/15,48.77,4/16/14,I
36557,4008,3/12/15,73.37,8/21/13,B
36558,7085,3/12/15,71.42,3/12/15,P
36559,7462,3/12/15,38.43,1/10/15,G
36560,5738,3/12/15,11.88,11/5/15,C
36561,6397,3/12/15,34.02,12/28/13,G
36562,7998,3/12/15,63.36,2/4/15,I
36563,6989,3/12/15,25.82,8/18/14,D
36564,6637,3/12/15,41.9,12/17/14,P
36565,4878,3/12/15,6.15,1/9/14,E
36566,5392,3/12/15,26.55,1/9/14,M
36567,8399,3/12/15,32.78,3/29/10,C
36568,48,3/13/15,2.87,5/12/99,B
36569,117,3/13/15,23.36,8/12/05,B
36570,889,3/13/15,13.77,6/24/09,B
36571,919,3/13/15,134.58,5/16/10,I
36572,1879,3/13/15,10.65,6/22/14,C
36573,676,3/13/15,20.08,1/7/11,J
36574,2674,3/13/15,178.64,9/11/11,C
36575,47,3/13/15,100.61,6/29/12,E
36576,3043,3/13/15,20.66,1/8/10,M
36577,1627,3/13/15,9.41,1/13/15,I
36578,3871,3/13/15,19.65,7/2/13,F
36579,3192,3/13/15,31.56,7/1/13,P
36580,1847,3/13/15,12.2,7/25/13,T
36581,2163,3/13/15,47.13,3/21/14,C
36582,4206,3/13/15,219.95,7/25/13,I
36583,5011,3/13/15,88.45,9/17/13,L
36584,4971,3/13/15,18.34,1/9/14,G
36585,5951,3/13/15,32.77,11/12/14,C
36586,6919,3/13/15,17.78,3/13/15,M
36587,3487,3/13/15,81.56,7/2/13,B
36588,5371,3/13/15,18.77,7/8/03,B
36589,6801,3/13/15,19.86,2/10/14,H
36590,8006,3/13/15,34.34,8/2/14,B
36591,5611,3/13/15,18.07,12/3/13,M
36592,5817,3/13/15,40.98,4/22/14,Q
36593,6166,3/13/15,74.09,8/7/10,I
36594,6932,3/13/15,35.66,6/19/05,C
36595,156,3/14/15,45.49,6/17/02,B
36596,398,3/14/15,110.32,7/12/08,I
36597,792,3/14/15,20.41,2/20/10,H
36598,702,3/14/15,12.7,7/3/09,H
36599,694,3/14/15,38.12,1/5/12,C
36600,847,3/14/15,49.22,1/22/12,C
36601,139,3/14/15,76.02,12/24/99,B
36602,28,3/14/15,68.93,4/16/11,J
36603,227,3/14/15,8.11,8/26/11,B
36604,498,3/14/15,31.56,3/5/03,D
36605,738,3/14/15,34.43,6/11/11,C
36606,2518,3/14/15,38.93,2/16/13,C
36607,629,3/14/15,36,7/2/13,N
36608,1417,3/14/15,23.69,3/2/07,B
36609,376,3/14/15,25.33,6/4/10,I
36610,629,3/14/15,58.03,7/2/13,N
36611,898,3/14/15,28.52,7/17/13,D
36612,2251,3/14/15,62.47,3/14/15,C
36613,834,3/14/15,73.13,6/26/13,H
36614,3370,3/14/15,20.07,2/11/15,C
36615,3659,3/14/15,149.02,10/27/14,I
36616,2796,3/14/15,36.07,3/14/15,M
36617,2654,3/14/15,60.24,6/1/13,F
36618,3812,3/14/15,42.13,2/19/15,C
36619,3017,3/14/15,92.98,7/1/13,I
36620,2899,3/14/15,86.23,7/1/13,M
36621,4585,3/14/15,38.11,10/24/13,P
36622,4108,3/14/15,112.96,7/1/13,I
36623,4449,3/14/15,20.47,12/18/13,G
36624,4828,3/14/15,14.75,10/12/13,O
36625,4125,3/14/15,102.99,11/20/14,D
36626,5213,3/14/15,42.05,3/21/14,C
36627,3376,3/14/15,214.86,12/3/13,G
36628,3008,3/14/15,12.68,8/1/13,S
36629,5566,3/14/15,78.6,3/14/15,B
36630,4653,3/14/15,19.33,10/30/13,G
36631,4973,3/14/15,9.99,8/21/13,P
36632,5416,3/14/15,25.82,11/18/13,H
36633,6225,3/14/15,12.7,11/29/12,P
36634,4001,3/14/15,2,7/2/13,A
36635,4175,3/14/15,37.3,10/30/13,F
36636,6907,3/14/15,20.08,11/11/04,T
36637,4379,3/14/15,51.56,7/2/13,C
36638,7286,3/14/15,40.81,3/14/15,C
36639,7290,3/14/15,15.97,11/8/14,I
36640,6898,3/14/15,70.9,2/16/07,C
36641,5728,3/14/15,4.91,8/25/03,C
36642,6256,3/14/15,51.56,7/9/14,E
36643,8186,3/14/15,26.64,6/28/14,B
36644,4379,3/14/15,37.61,7/2/13,C
36645,7274,3/14/15,45.49,9/5/03,U
36646,7019,3/14/15,16.39,11/10/14,G
36647,7885,3/14/15,21.31,4/17/12,C
36648,9969,3/14/15,12.7,6/22/12,I
36649,109,3/15/15,42.31,2/26/15,B
36650,1215,3/15/15,13.03,1/2/11,N
36651,377,3/15/15,49.51,4/16/11,H
36652,572,3/15/15,17.62,6/15/10,J
36653,336,3/15/15,32.39,5/28/10,N
36654,1949,3/15/15,38.11,9/2/10,E
36655,28,3/15/15,36.87,4/16/11,J
36656,2704,3/15/15,2.45,3/15/15,B
36657,1220,3/15/15,51.21,5/10/13,O
36658,1524,3/15/15,6.12,5/22/13,C
36659,5258,3/15/15,34.34,3/29/14,C
36660,2297,3/15/15,192.79,7/2/13,N
36661,4218,3/15/15,16.96,2/5/15,C
36662,6968,3/15/15,31.54,4/13/14,I
36663,4369,3/15/15,15.56,11/4/13,E
36664,7971,3/15/15,43.36,11/29/11,I
36665,9207,3/15/15,19.57,7/15/10,M
36666,180,3/16/15,21.72,8/15/04,B
36667,443,3/16/15,73.36,5/29/03,B
36668,25,3/16/15,70.02,1/1/01,B
36669,40,3/16/15,31.88,3/29/99,B
36670,111,3/16/15,26.95,12/15/07,L
36671,1514,3/16/15,31.35,9/28/10,L
36672,2477,3/16/15,45.49,6/5/13,I
36673,3507,3/16/15,16.31,7/2/13,F
36674,4326,3/16/15,77.46,8/21/13,A
36675,6077,3/16/15,27.46,2/10/14,E
36676,1154,3/17/15,13.52,10/2/13,C
36677,408,3/17/15,71.08,4/10/09,C
36678,1053,3/17/15,6.94,9/15/09,B
36679,4,3/17/15,104.7,7/28/11,B
36680,2078,3/17/15,17.94,10/1/14,I
36681,154,3/17/15,47.41,7/26/11,G
36682,925,3/17/15,103.19,8/9/14,A
36683,2112,3/17/15,5.66,8/29/14,I
36684,1915,3/17/15,61.58,6/6/13,A
36685,3514,3/17/15,75.99,9/2/13,F
36686,2208,3/17/15,24.27,7/1/13,B
36687,4518,3/17/15,16.05,11/28/13,M
36688,4242,3/17/15,98.45,10/14/14,B
36689,3242,3/17/15,74.02,3/21/14,I
36690,3601,3/17/15,15.57,7/25/13,D
36691,4626,3/17/15,145.74,8/21/13,B
36692,4021,3/17/15,77.54,6/24/13,D
36693,4326,3/17/15,1.64,8/21/13,A
36694,5350,3/17/15,23.27,5/26/14,C
36695,7513,3/17/15,63.52,1/12/15,G
36696,7269,3/17/15,17.85,9/26/05,B
36697,4339,3/17/15,65.43,11/28/13,L
36698,6743,3/17/15,11.06,5/31/06,P
36699,9177,3/17/15,56.64,11/8/14,I
36700,7122,3/17/15,11.06,5/5/06,H
36701,12,3/18/15,43.8,1/20/06,E
36702,666,3/18/15,46.64,5/8/09,C
36703,952,3/18/15,50.31,11/29/11,I
36704,430,3/18/15,56.64,6/27/99,B
36705,218,3/18/15,12.55,9/20/07,B
36706,29,3/18/15,9.81,8/20/08,B
36707,29,3/18/15,6.15,8/20/08,B
36708,791,3/18/15,5.33,3/3/10,B
36709,662,3/18/15,68.44,7/30/10,M
36710,1372,3/18/15,21.23,11/23/11,K
36711,1364,3/18/15,17.62,8/6/10,B
36712,1538,3/18/15,16.51,3/3/15,C
36713,2331,3/18/15,52.13,3/18/15,C
36714,2247,3/18/15,31.7,12/28/11,B
36715,1646,3/18/15,93.3,12/10/13,H
36716,1893,3/18/15,18.44,3/1/15,C
36717,1893,3/18/15,83.89,3/1/15,C
36718,3361,3/18/15,30.82,7/1/13,F
36719,3514,3/18/15,41.51,9/2/13,F
36720,4959,3/18/15,78.62,3/21/14,A
36721,5764,3/18/15,6.96,9/2/13,C
36722,6111,3/18/15,18.44,3/27/14,D
36723,3445,3/18/15,35.57,9/17/13,D
36724,4503,3/18/15,47.14,2/2/15,P
36725,6570,3/18/15,37.7,2/14/15,P
36726,6738,3/18/15,13.11,6/15/14,A
36727,7081,3/18/15,39.28,12/7/14,B
36728,4423,3/18/15,100.71,10/22/13,H
36729,6723,3/18/15,14.34,1/21/14,B
36730,6266,3/18/15,13.1,4/7/14,G
36731,7972,3/18/15,74.68,3/4/04,I
36732,7996,3/18/15,40.9,3/18/15,S
36733,7922,3/18/15,53.94,3/18/15,F
36734,7875,3/18/15,95.97,2/4/11,G
36735,8020,3/18/15,48.28,1/23/04,D
36736,9747,3/18/15,9.13,11/25/10,I
36737,7609,3/18/15,39.26,8/13/10,G
36738,59,3/19/15,9.68,2/14/07,B
36739,16,3/19/15,10.24,1/1/01,B
36740,385,3/19/15,24.13,5/13/02,B
36741,10,3/19/15,91.34,1/1/01,C
36742,364,3/19/15,24.17,1/1/01,B
36743,1375,3/19/15,5.9,12/2/14,B
36744,302,3/19/15,69.51,4/17/12,J
36745,1222,3/19/15,25.83,11/13/14,A
36746,629,3/19/15,100.08,7/2/13,N
36747,1761,3/19/15,21.97,4/16/08,C
36748,549,3/19/15,17.95,10/30/03,I
36749,1086,3/19/15,37.62,6/21/11,B
36750,2221,3/19/15,23.65,7/1/13,I
36751,2471,3/19/15,39.26,8/21/13,O
36752,3370,3/19/15,28.94,2/11/15,C
36753,2448,3/19/15,67.95,5/4/13,N
36754,2486,3/19/15,28.47,9/2/13,G
36755,3682,3/19/15,35.66,4/6/12,I
36756,772,3/19/15,88.52,1/14/13,J
36757,3364,3/19/15,38.44,1/29/14,D
36758,629,3/19/15,137.94,7/2/13,N
36759,3005,3/19/15,28.61,2/9/15,D
36760,1664,3/19/15,64.19,1/27/15,C
36761,3168,3/19/15,67.23,3/21/14,D
36762,3312,3/19/15,25.82,7/1/13,E
36763,4339,3/19/15,94.43,11/28/13,L
36764,4076,3/19/15,40.08,7/1/13,L
36765,4528,3/19/15,5.75,12/3/13,G
36766,3649,3/19/15,71,11/19/13,C
36767,3242,3/19/15,35.35,3/21/14,I
36768,4847,3/19/15,7.47,7/4/14,B
36769,2857,3/19/15,57.26,7/1/13,A
36770,4816,3/19/15,62.55,7/2/13,K
36771,3661,3/19/15,13.03,7/25/13,I
36772,5142,3/19/15,34.35,9/21/13,C
36773,4632,3/19/15,106.15,4/16/14,H
36774,4611,3/19/15,24.17,12/29/14,H
36775,3387,3/19/15,8.39,7/25/13,G
36776,5255,3/19/15,14.36,3/21/14,M
36777,5620,3/19/15,34.84,4/16/14,I
36778,5051,3/19/15,9.65,3/3/15,C
36779,3405,3/19/15,43.37,8/1/13,G
36780,4611,3/19/15,10.24,12/29/14,H
36781,4611,3/19/15,10.24,12/29/14,H
36782,4923,3/19/15,39.26,12/18/13,C
36783,5392,3/19/15,41.24,1/9/14,M
36784,5099,3/19/15,26.97,12/3/13,D
36785,6103,3/19/15,46.23,7/3/14,D
36786,7760,3/19/15,103.36,3/22/15,L
36787,6131,3/19/15,17.53,12/19/14,C
36788,7175,3/19/15,2.41,11/4/14,G
36789,8455,3/19/15,43.83,3/19/15,D
36790,4339,3/19/15,28.44,11/28/13,L
36791,7692,3/19/15,10.5,11/8/14,H
36792,9851,3/19/15,33.37,3/19/15,E
36793,386,3/20/15,2.88,10/8/02,B
36794,44,3/20/15,27.47,1/1/01,B
36795,340,3/20/15,11.32,4/18/07,E
36796,702,3/20/15,38.24,7/3/09,H
36797,834,3/20/15,70.68,6/26/13,H
36798,63,3/20/15,81.45,5/27/09,D
36799,188,3/20/15,32.38,2/7/11,B
36800,770,3/20/15,30.26,12/9/10,L
36801,1884,3/20/15,39.67,2/10/12,B
36802,1413,3/20/15,24.22,7/17/10,B
36803,1468,3/20/15,17.45,6/16/10,C
36804,1270,3/20/15,9.43,1/24/11,C
36805,2053,3/20/15,13.07,7/1/13,L
36806,1307,3/20/15,40.08,8/21/13,G
36807,629,3/20/15,16.6,7/2/13,N
36808,2990,3/20/15,8.61,7/1/13,H
36809,2143,3/20/15,29.84,7/2/13,S
36810,1727,3/20/15,15.98,7/2/13,S
36811,3753,3/20/15,23.85,7/1/13,M
36812,3622,3/20/15,48.46,7/25/13,P
36813,5157,3/20/15,100.82,10/30/13,I
36814,4490,3/20/15,51.56,12/26/14,A
36815,5140,3/20/15,10.65,12/24/14,C
36816,5738,3/20/15,15.3,11/5/15,C
36817,3740,3/20/15,8.11,8/1/13,I
36818,3292,3/20/15,64.2,7/1/13,S
36819,5058,3/20/15,133.55,12/14/14,A
36820,6682,3/20/15,20.97,8/9/14,G
36821,6412,3/20/15,41.72,10/18/14,I
36822,5662,3/20/15,56.97,3/21/14,C
36823,6278,3/20/15,60.22,3/21/14,F
36824,7556,3/20/15,17.71,9/15/14,B
36825,7412,3/20/15,67.74,3/21/15,I
36826,213,3/21/15,20.66,6/7/08,A
36827,25,3/21/15,11.32,1/1/01,B
36828,474,3/21/15,30.32,8/2/04,B
36829,1190,3/21/15,55.74,1/27/15,M
36830,560,3/21/15,8.18,7/24/09,B
36831,1467,3/21/15,26.13,10/30/10,M
36832,245,3/21/15,40.26,11/13/10,H
36833,311,3/21/15,79.67,4/15/11,G
36834,684,3/21/15,37.54,9/26/09,M
36835,309,3/21/15,15.27,2/4/12,B
36836,2565,3/21/15,22.62,3/21/15,C
36837,269,3/21/15,51.17,11/14/13,C
36838,1064,3/21/15,41.5,7/13/13,B
36839,1018,3/21/15,63.28,7/15/12,D
36840,2413,3/21/15,35.02,3/24/15,G
36841,3457,3/21/15,17.86,3/21/15,C
36842,3505,3/21/15,27.52,3/21/15,M
36843,3365,3/21/15,27.46,11/24/14,I
36844,2762,3/21/15,22.89,5/26/13,I
36845,1576,3/21/15,5.66,5/30/13,C
36846,1694,3/21/15,266.64,7/1/13,B
36847,1752,3/21/15,50.74,8/4/13,I
36848,1753,3/21/15,54.1,2/6/15,C
36849,4034,3/21/15,22.54,6/13/13,M
36850,1576,3/21/15,4.02,5/30/13,C
36851,1693,3/21/15,50.67,6/5/13,S
36852,2744,3/21/15,5.73,7/2/13,M
36853,3233,3/21/15,66.96,5/31/13,I
36854,3834,3/21/15,10.24,7/2/13,M
36855,3514,3/21/15,121.97,9/2/13,F
36856,3412,3/21/15,71.42,7/1/13,A
36857,2363,3/21/15,52.46,11/28/13,K
36858,5285,3/21/15,4.09,3/21/14,G
36859,5445,3/21/15,20.14,3/21/15,I
36860,4230,3/21/15,4.5,7/2/13,G
36861,3978,3/21/15,43.66,12/18/13,M
36862,4917,3/21/15,20.91,3/21/14,B
36863,4648,3/21/15,56.15,1/9/14,C
36864,6184,3/21/15,22.12,5/10/14,A
36865,5167,3/21/15,63.35,10/30/13,H
36866,2296,3/21/15,82.3,7/1/13,S
36867,4990,3/21/15,17.94,11/4/13,C
36868,7174,3/21/15,23.28,7/5/12,M
36869,4240,3/21/15,45.08,8/7/13,H
36870,3385,3/21/15,62.21,11/4/13,D
36871,5038,3/21/15,7.88,1/9/14,B
36872,6245,3/21/15,13.44,1/29/14,G
36873,7556,3/21/15,16.62,9/15/14,B
36874,7860,3/21/15,169.09,11/12/14,F
36875,7318,3/21/15,19.67,9/26/14,L
36876,8192,3/21/15,9.68,11/22/03,C
36877,8147,3/21/15,16.31,11/18/09,C
36878,8383,3/21/15,26.37,11/8/12,B
36879,7412,3/21/15,37.64,3/21/15,I
36880,5771,3/21/15,13.32,1/29/14,B
36881,5178,3/21/15,131.23,4/18/14,A
36882,9556,3/21/15,63.04,3/21/15,L
36883,9772,3/21/15,74.51,3/10/12,G
36884,7321,3/21/15,33.52,8/12/13,P
36885,482,3/22/15,83.95,6/23/12,M
36886,317,3/22/15,24.59,6/5/09,H
36887,336,3/22/15,58.17,5/28/10,N
36888,123,3/22/15,7.86,10/25/02,B
36889,588,3/22/15,43.03,4/23/09,H
36890,319,3/22/15,8.11,3/30/99,B
36891,1153,3/22/15,20.82,6/8/13,C
36892,1449,3/22/15,38.12,4/7/13,C
36893,4219,3/22/15,13.52,7/2/13,C
36894,3949,3/22/15,9.18,10/14/14,G
36895,5025,3/22/15,66.72,3/22/15,C
36896,4199,3/22/15,12.69,3/21/14,C
36897,3514,3/22/15,62.63,9/2/13,F
36898,4960,3/22/15,10.97,3/21/14,N
36899,4528,3/22/15,35.73,12/3/13,G
36900,3139,3/22/15,98.85,7/1/13,I
36901,5550,3/22/15,62.05,12/15/13,F
36902,6241,3/22/15,11.8,11/28/13,M
36903,7519,3/22/15,122.46,3/22/15,S
36904,5614,3/22/15,61.8,3/26/14,C
36905,5687,3/22/15,8.11,11/7/14,P
36906,8593,3/22/15,53.68,3/22/15,C
36907,4788,3/22/15,24.18,9/17/13,P
36908,7841,3/22/15,67.95,2/15/13,G
36909,8634,3/22/15,48.2,8/17/09,H
36910,267,3/23/15,0,11/17/08,B
36911,137,3/23/15,29.1,11/19/05,C
36912,1135,3/23/15,27.79,3/23/15,L
36913,92,3/23/15,85.58,7/29/09,D
36914,746,3/23/15,24.17,2/3/08,C
36915,267,3/23/15,29.9,11/17/08,B
36916,267,3/23/15,2.45,11/17/08,B
36917,336,3/23/15,61.83,5/28/10,N
36918,793,3/23/15,37.55,8/4/11,C
36919,2837,3/23/15,4.08,7/10/13,C
36920,28,3/23/15,50.5,4/16/11,J
36921,589,3/23/15,18.84,4/1/11,D
36922,1540,3/23/15,32.88,6/11/13,G
36923,1980,3/23/15,8.11,2/10/14,C
36924,629,3/23/15,41.5,7/2/13,N
36925,2566,3/23/15,26.92,6/29/13,D
36926,1980,3/23/15,0,2/10/14,C
36927,2990,3/23/15,11.05,7/1/13,H
36928,2857,3/23/15,28.52,7/1/13,A
36929,4862,3/23/15,10.96,12/20/14,C
36930,4787,3/23/15,53.69,6/27/13,S
36931,4755,3/23/15,18.77,3/21/14,C
36932,4340,3/23/15,27.46,3/21/14,P
36933,5692,3/23/15,3.07,3/21/14,G
36934,4892,3/23/15,128.69,11/4/13,D
36935,5429,3/23/15,31.8,12/18/13,M
36936,3238,3/23/15,50.66,7/1/13,Q
36937,7486,3/23/15,11.77,8/16/07,E
36938,7493,3/23/15,54.1,1/18/15,M
36939,7628,3/23/15,55.16,3/23/15,P
36940,7254,3/23/15,4.02,3/23/15,C
36941,6179,3/23/15,24.5,3/1/15,M
36942,8289,3/23/15,11.48,2/9/15,D
36943,84,3/24/15,27.46,11/21/08,B
36944,16,3/24/15,2.45,1/1/01,B
36945,133,3/24/15,31.39,5/15/08,M
36946,76,3/24/15,5.81,12/17/04,B
36947,270,3/24/15,21.67,2/3/10,C
36948,348,3/24/15,241.72,8/29/09,C
36949,1435,3/24/15,8.11,6/5/05,C
36950,2134,3/24/15,56.08,3/24/15,D
36951,2235,3/24/15,25.06,3/19/10,P
36952,1435,3/24/15,96.1,6/5/05,C
36953,1435,3/24/15,70.72,6/5/05,C
36954,311,3/24/15,14.67,4/15/11,G
36955,3631,3/24/15,76.32,12/1/15,C
36956,1924,3/24/15,39.75,7/2/13,S
36957,4297,3/24/15,79.1,1/18/14,I
36958,2990,3/24/15,7.37,7/1/13,H
36959,2984,3/24/15,9,7/2/13,C
36960,4491,3/24/15,137.62,10/21/13,I
36961,4001,3/24/15,10.71,7/2/13,A
36962,8610,3/24/15,128.2,3/24/15,C
36963,8856,3/24/15,26.97,3/22/04,C
36964,9495,3/24/15,13.41,2/9/13,H
36965,5270,3/24/15,25.82,2/27/03,L
36966,9855,3/24/15,22.94,5/24/10,P
36967,248,3/25/15,60.98,5/13/08,B
36968,76,3/25/15,4.84,12/17/04,B
36969,1015,3/25/15,4.51,8/11/10,I
36970,930,3/25/15,25,6/6/10,M
36971,1738,3/25/15,109.77,3/20/12,M
36972,579,3/25/15,130.82,4/8/12,B
36973,2178,3/25/15,78.52,5/4/14,C
36974,353,3/25/15,23.27,12/6/09,I
36975,1004,3/25/15,31.98,2/2/12,J
36976,2559,3/25/15,80.63,6/30/13,A
36977,289,3/25/15,25.25,3/6/12,C
36978,1494,3/25/15,8.29,3/25/15,I
36979,2251,3/25/15,25.77,3/14/15,C
36980,3715,3/25/15,42.54,12/18/13,G
36981,5189,3/25/15,58.3,3/3/15,C
36982,5313,3/25/15,36.8,11/28/13,B
36983,4580,3/25/15,16.46,9/2/13,C
36984,5032,3/25/15,27.8,12/18/13,G
36985,4383,3/25/15,23.69,9/2/13,P
36986,7605,3/25/15,22.54,3/25/15,M
36987,7762,3/25/15,12.7,5/24/10,G
36988,6013,3/25/15,130.76,7/5/10,C
36989,5817,3/25/15,10.57,4/22/14,Q
36990,5632,3/25/15,22.84,12/3/13,I
36991,9194,3/25/15,42.19,5/24/10,G
36992,142,3/26/15,31.81,1/1/01,B
36993,142,3/26/15,9.67,1/1/01,B
36994,175,3/26/15,2.04,6/26/04,O
36995,743,3/26/15,36.53,1/21/12,M
36996,336,3/26/15,260.51,5/28/10,N
36997,7,3/26/15,60.52,5/4/09,C
36998,112,3/26/15,9.8,4/27/11,B
36999,1518,3/26/15,8.11,3/26/15,B
37000,336,3/26/15,81.84,5/28/10,N
37001,124,3/26/15,58.88,2/11/10,J
37002,1997,3/26/15,11.06,7/1/13,H
37003,1458,3/26/15,4.9,12/18/14,M
37004,1227,3/26/15,16.31,12/6/14,B
37005,743,3/26/15,36.72,1/21/12,M
37006,2344,3/26/15,17.13,10/31/13,B
37007,1244,3/26/15,8.52,4/1/13,B
37008,3744,3/26/15,122.8,7/1/13,S
37009,2159,3/26/15,20.82,12/22/14,I
37010,3087,3/26/15,66.47,7/2/13,B
37011,2471,3/26/15,40.57,8/21/13,O
37012,2430,3/26/15,1.72,7/1/13,D
37013,4634,3/26/15,26.26,12/3/13,G
37014,2580,3/26/15,15.49,3/21/14,O
37015,3083,3/26/15,121.25,1/20/15,S
37016,3242,3/26/15,54.4,3/21/14,I
37017,4776,3/26/15,57.86,10/4/13,C
37018,3226,3/26/15,18.28,7/1/13,K
37019,4848,3/26/15,35.98,9/17/13,I
37020,6172,3/26/15,17.95,12/18/13,L
37021,7604,3/26/15,70.1,7/24/14,C
37022,6378,3/26/15,29.1,11/10/06,L
37023,8810,3/26/15,26.63,7/3/10,C
37024,3591,3/26/15,36.07,8/20/13,A
37025,7737,3/26/15,187.54,7/8/06,O
37026,6977,3/26/15,16.84,2/3/15,C
37027,7823,3/26/15,156.06,12/23/14,S
37028,9102,3/26/15,48.69,7/2/12,L
37029,202,3/27/15,16.06,1/25/03,B
37030,265,3/27/15,17.22,4/3/01,B
37031,44,3/27/15,41.66,1/1/01,B
37032,48,3/27/15,41.22,5/12/99,B
37033,292,3/27/15,27.45,1/3/07,E
37034,113,3/27/15,4.92,12/28/05,B
37035,118,3/27/15,12.7,5/2/07,I
37036,602,3/27/15,19.67,9/2/13,H
37037,616,3/27/15,60.49,4/1/09,B
37038,1422,3/27/15,17.53,11/7/10,J
37039,2075,3/27/15,9.42,11/16/14,G
37040,1147,3/27/15,17.08,10/9/13,C
37041,764,3/27/15,38.95,5/9/13,I
37042,2371,3/27/15,10.57,5/27/13,I
37043,685,3/27/15,89.17,6/24/11,C
37044,2676,3/27/15,11.48,8/21/13,L
37045,2343,3/27/15,24.2,3/24/14,J
37046,151,3/27/15,60.26,3/3/11,B
37047,1650,3/27/15,43.87,6/7/13,A
37048,1227,3/27/15,8.19,12/6/14,B
37049,2664,3/27/15,33.52,11/12/14,D
37050,1018,3/27/15,49.59,7/15/12,D
37051,2843,3/27/15,15.97,7/1/13,B
37052,3195,3/27/15,25.73,12/6/14,N
37053,2990,3/27/15,11.05,7/1/13,H
37054,2851,3/27/15,19.67,7/2/13,Q
37055,1656,3/27/15,11.62,7/1/13,G
37056,3650,3/27/15,17.13,7/1/13,A
37057,3356,3/27/15,11.89,7/2/13,P
37058,1581,3/27/15,36.15,7/1/13,L
37059,3298,3/27/15,1.76,11/23/14,M
37060,4000,3/27/15,18.07,3/21/14,P
37061,5406,3/27/15,38.29,6/26/12,G
37062,4843,3/27/15,212.53,11/13/13,I
