id,user,transaction_date,sales_amount,join_date,region
34434,34,1/8/15,14.31,11/16/99,C
34435,240,1/8/15,12.24,10/19/08,D
34436,24,1/8/15,24.1,2/28/08,J
34437,196,1/8/15,34,11/14/13,B
34438,2,1/8/15,20.69,6/29/04,B
34439,1621,1/8/15,4.09,4/2/10,F
34440,1159,1/8/15,36.33,9/11/11,B
34441,2543,1/8/15,47.37,5/2/14,N
34442,2073,1/8/15,98.77,8/20/14,C
34443,2692,1/8/15,40.97,12/20/14,C
34444,2543,1/8/15,8.86,5/2/14,N
34445,2543,1/8/15,15.74,5/2/14,N
34446,933,1/8/15,156.96,11/12/14,N
34447,4062,1/8/15,79.26,1/8/15,I
34448,5210,1/8/15,24.51,11/12/14,G
34449,4466,1/8/15,1.64,7/25/13,D
34450,4218,1/8/15,11.48,2/5/15,C
34451,6231,1/8/15,9.83,1/11/15,G
34452,4064,1/8/15,28.93,9/2/13,H
34453,6036,1/8/15,54.02,11/4/13,I
34454,6765,1/8/15,15.04,1/8/15,D
34455,6139,1/8/15,24.59,9/19/10,G
34456,4379,1/8/15,65.29,7/2/13,C
34457,5472,1/8/15,24.51,10/1/13,I
34458,7780,1/8/15,28.27,10/24/05,D
34459,5707,1/8/15,164.67,5/12/14,M
34460,7817,1/8/15,19.2,10/10/07,C
34461,6765,1/8/15,41.45,1/8/15,D
34462,9370,1/8/15,33.53,1/8/15,B
34463,6036,1/8/15,47.71,11/4/13,I
34464,7239,1/8/15,86.56,1/11/15,P
34465,6677,1/8/15,36.47,10/5/05,B
34466,123,1/9/15,2.38,10/25/02,B
34467,909,1/9/15,12.21,8/4/10,O
34468,771,1/9/15,55.74,2/27/10,B
34469,1285,1/9/15,70.9,2/17/00,B
34470,267,1/9/15,5.66,11/17/08,B
34471,1379,1/9/15,32.7,11/6/12,H
34472,336,1/9/15,177.31,5/28/10,N
34473,770,1/9/15,29.19,12/9/10,L
34474,147,1/9/15,7.3,6/24/11,I
34475,2589,1/9/15,30.8,1/9/15,C
34476,1634,1/9/15,39.62,11/28/12,I
34477,3435,1/9/15,16.6,1/9/15,F
34478,3899,1/9/15,55.57,1/9/15,I
34479,1404,1/9/15,10.5,12/30/13,E
34480,4168,1/9/15,0.08,6/6/13,H
34481,4665,1/9/15,25.41,7/1/13,H
34482,4240,1/9/15,16.16,8/7/13,H
34483,3383,1/9/15,51.89,7/2/13,I
34484,3636,1/9/15,11.32,7/25/13,S
34485,5000,1/9/15,60.5,10/30/13,B
34486,5281,1/9/15,24.51,1/9/14,H
34487,4971,1/9/15,6.63,1/9/14,G
34488,2297,1/9/15,15.17,7/2/13,N
34489,5531,1/9/15,5.32,1/9/14,G
34490,5781,1/9/15,4.84,6/30/14,M
34491,5627,1/9/15,51.38,12/18/13,B
34492,5456,1/9/15,8.04,3/21/14,C
34493,4543,1/9/15,9.01,2/4/13,G
34494,4261,1/9/15,10.6,11/4/13,C
34495,4388,1/9/15,9.24,1/9/14,B
34496,4218,1/9/15,11.23,2/5/15,C
34497,7227,1/9/15,27.79,1/12/15,D
34498,7184,1/9/15,0.17,3/6/13,G
34499,5308,1/9/15,25.33,11/4/13,H
34500,7584,1/9/15,24.51,1/30/04,M
34501,9110,1/9/15,23.8,11/8/14,H
34502,7184,1/9/15,22.2,3/6/13,G
34503,7680,1/9/15,14.35,1/9/15,F
34504,246,1/10/15,58.69,1/17/07,B
34505,552,1/10/15,50.66,9/24/10,B
34506,274,1/10/15,3.1,4/11/01,B
34507,30,1/10/15,60.57,4/28/07,E
34508,702,1/10/15,75.99,7/3/09,H
34509,573,1/10/15,25.82,9/2/05,B
34510,1023,1/10/15,69.92,4/12/10,C
34511,1182,1/10/15,32.7,8/27/10,B
34512,579,1/10/15,42.5,4/8/12,B
34513,1395,1/10/15,2.87,9/10/09,B
34514,311,1/10/15,13.33,4/15/11,G
34515,2397,1/10/15,19.67,1/2/15,C
34516,1499,1/10/15,11.39,7/11/12,E
34517,1367,1/10/15,28.28,3/29/12,B
34518,311,1/10/15,12.47,4/15/11,G
34519,3007,1/10/15,46.33,1/10/15,B
34520,2208,1/10/15,6.48,7/1/13,B
34521,1627,1/10/15,28.2,1/13/15,I
34522,4130,1/10/15,39.11,1/9/14,S
34523,4395,1/10/15,43.52,1/10/15,I
34524,2352,1/10/15,18,7/25/13,I
34525,2329,1/10/15,53.28,6/6/13,G
34526,1873,1/10/15,25.45,12/22/14,I
34527,3684,1/10/15,7.36,7/25/13,I
34528,4056,1/10/15,11.55,8/21/13,G
34529,4974,1/10/15,59.94,8/21/13,B
34530,5189,1/10/15,10.65,3/3/15,C
34531,4284,1/10/15,24.51,8/1/13,G
34532,5127,1/10/15,43.18,9/2/13,O
34533,4187,1/10/15,35.25,8/21/13,F
34534,5270,1/10/15,45,2/27/03,L
34535,1827,1/10/15,8.86,7/1/13,I
34536,4859,1/10/15,49.36,8/21/13,F
34537,6356,1/10/15,17.7,7/3/07,F
34538,5662,1/10/15,9.66,3/21/14,C
34539,7414,1/10/15,61.03,1/10/15,O
34540,6425,1/10/15,68.17,7/1/03,M
34541,5870,1/10/15,35.9,9/13/14,P
34542,4370,1/10/15,15.98,7/2/13,G
34543,7568,1/10/15,33.19,11/11/04,H
34544,8090,1/10/15,22.62,1/10/15,D
34545,9139,1/10/15,12.14,1/10/15,I
34546,8060,1/10/15,22.04,6/15/14,I
34547,7062,1/10/15,82.54,1/10/15,H
34548,172,1/11/15,158.85,7/12/08,L
34549,132,1/11/15,4.02,11/26/99,B
34550,1599,1/11/15,32.67,1/11/15,B
34551,1608,1/11/15,5.66,2/4/11,C
34552,377,1/11/15,54.69,4/16/11,H
34553,1236,1/11/15,94.67,7/16/10,B
34554,377,1/11/15,16.31,4/16/11,H
34555,1395,1/11/15,16.13,9/10/09,B
34556,1244,1/11/15,6.4,4/1/13,B
34557,1220,1/11/15,125.66,5/10/13,O
34558,3605,1/11/15,58.61,1/11/15,O
34559,2817,1/11/15,127.28,1/11/15,C
34560,3955,1/11/15,12.09,3/21/14,G
34561,3077,1/11/15,5.2,3/21/14,G
34562,3636,1/11/15,72.46,7/25/13,S
34563,4365,1/11/15,5.32,9/2/13,I
34564,3222,1/11/15,21.05,7/1/13,I
34565,4371,1/11/15,40.27,11/4/13,S
34566,5051,1/11/15,5.86,3/3/15,C
34567,4701,1/11/15,6.48,1/9/14,G
34568,5276,1/11/15,25,11/9/13,I
34569,5254,1/11/15,18.98,9/17/13,H
34570,5588,1/11/15,12.48,6/27/14,M
34571,6825,1/11/15,14.73,11/23/14,C
34572,3989,1/11/15,41.39,8/1/13,I
34573,6010,1/11/15,14.66,1/29/14,S
34574,9073,1/11/15,16.31,1/11/15,A
34575,5588,1/11/15,11.6,6/27/14,M
34576,96,1/12/15,49.11,1/11/08,M
34577,53,1/12/15,34.07,3/23/00,B
34578,1050,1/12/15,24.18,4/17/14,I
34579,101,1/12/15,4.5,12/23/08,B
34580,770,1/12/15,51.91,12/9/10,L
34581,1805,1/12/15,14.16,6/17/11,B
34582,1779,1/12/15,10.72,4/5/13,N
34583,1164,1/12/15,49.02,10/11/12,B
34584,2462,1/12/15,19.08,5/16/13,I
34585,3347,1/12/15,6.55,6/6/13,H
34586,898,1/12/15,82.35,7/17/13,D
34587,1753,1/12/15,79.3,2/6/15,C
34588,3649,1/12/15,181.34,11/19/13,C
34589,1656,1/12/15,60.66,7/1/13,G
34590,2984,1/12/15,24.51,7/2/13,C
34591,2297,1/12/15,14.06,7/2/13,N
34592,3143,1/12/15,34.19,1/18/15,S
34593,5305,1/12/15,5.73,11/12/14,G
34594,6274,1/12/15,32.7,12/25/14,C
34595,7098,1/12/15,70.9,1/12/15,D
34596,7513,1/12/15,23.92,1/12/15,G
34597,5588,1/12/15,14.52,6/27/14,M
34598,5256,1/12/15,59.35,1/12/15,M
34599,7241,1/12/15,17.05,11/12/14,G
34600,8315,1/12/15,12.06,10/14/14,G
34601,9063,1/12/15,112.36,5/8/11,B
34602,5588,1/12/15,11.14,6/27/14,M
34603,9678,1/12/15,1.63,10/6/11,C
34604,1232,1/13/15,15.91,3/17/99,B
34605,1547,1/13/15,41.39,9/5/10,M
34606,28,1/13/15,177.71,4/16/11,J
34607,278,1/13/15,5.33,11/18/09,I
34608,147,1/13/15,26.97,6/24/11,I
34609,2708,1/13/15,59.61,11/14/13,D
34610,1653,1/13/15,15.41,6/19/14,C
34611,2137,1/13/15,36.37,7/1/13,S
34612,3750,1/13/15,34.02,2/14/15,G
34613,2297,1/13/15,42.22,7/2/13,N
34614,2617,1/13/15,30.17,7/1/13,B
34615,1639,1/13/15,42.79,7/1/13,G
34616,5480,1/13/15,53.44,3/21/14,F
34617,4281,1/13/15,44.63,11/4/13,G
34618,4647,1/13/15,4.22,1/29/14,I
34619,5707,1/13/15,206.73,5/12/14,M
34620,3689,1/13/15,46.7,3/21/14,S
34621,5845,1/13/15,10.57,3/21/14,C
34622,6847,1/13/15,33.75,4/19/14,O
34623,6757,1/13/15,31.48,7/4/14,E
34624,6655,1/13/15,63.93,11/4/13,B
34625,8367,1/13/15,10.63,11/12/14,G
34626,8218,1/13/15,25,7/12/10,C
34627,14,1/14/15,13.28,6/24/04,F
34628,23,1/14/15,8.1,1/18/99,B
34629,76,1/14/15,20.35,12/17/04,B
34630,1272,1/14/15,8.11,10/27/12,B
34631,769,1/14/15,45.74,5/31/10,B
34632,1119,1/14/15,2.05,11/29/12,D
34633,4003,1/14/15,50.74,2/12/14,I
34634,1398,1/14/15,41.45,1/14/15,C
34635,629,1/14/15,8.61,7/2/13,N
34636,2083,1/14/15,10.12,3/21/14,P
34637,4240,1/14/15,9.63,8/7/13,H
34638,4368,1/14/15,43.04,7/25/13,C
34639,2528,1/14/15,10.22,7/1/13,G
34640,2680,1/14/15,65.21,9/17/13,G
34641,2083,1/14/15,24.51,3/21/14,P
34642,3484,1/14/15,13.21,7/2/13,C
34643,3384,1/14/15,18.02,3/21/14,C
34644,5754,1/14/15,73.76,3/21/14,P
34645,3649,1/14/15,8.3,11/19/13,C
34646,4577,1/14/15,100.94,7/25/13,I
34647,5749,1/14/15,30.99,12/18/13,A
34648,5287,1/14/15,24.26,9/17/13,P
34649,5508,1/14/15,10.02,11/10/14,M
34650,7800,1/14/15,31.48,11/12/14,M
34651,4623,1/14/15,12.88,1/9/14,G
34652,6383,1/14/15,51.89,9/2/13,C
34653,7042,1/14/15,1.63,6/3/09,G
34654,9043,1/14/15,47.13,3/11/13,H
34655,267,1/15/15,27.79,11/17/08,B
34656,823,1/15/15,13.52,6/28/11,B
34657,1726,1/15/15,41.46,10/17/13,B
34658,96,1/15/15,83.22,1/11/08,M
34659,2085,1/15/15,28.88,5/17/10,A
34660,2311,1/15/15,62.13,3/6/14,D
34661,2172,1/15/15,7.3,9/30/12,L
34662,2780,1/15/15,49.35,1/15/15,A
34663,2937,1/15/15,56.96,1/14/06,I
34664,2780,1/15/15,44.52,1/15/15,A
34665,2607,1/15/15,19.22,1/15/15,C
34666,3143,1/15/15,96.12,1/18/15,S
34667,4039,1/15/15,19.92,5/21/13,C
34668,5545,1/15/15,43.36,1/9/14,G
34669,5968,1/15/15,37.54,11/28/13,B
34670,6513,1/15/15,79.09,11/8/14,I
34671,7016,1/15/15,19.33,11/1/14,G
34672,5028,1/15/15,68.03,1/29/14,G
34673,7234,1/15/15,2.3,12/18/13,I
34674,6397,1/15/15,62.13,12/28/13,G
34675,7771,1/15/15,0.82,1/15/15,M
34676,5028,1/15/15,32.95,1/29/14,G
34677,7870,1/15/15,15.86,5/30/08,P
34678,8025,1/15/15,10.16,1/18/15,G
34679,4581,1/15/15,32.6,8/21/13,G
34680,5172,1/15/15,60.49,8/1/13,H
34681,8550,1/15/15,78.36,12/7/14,H
34682,6355,1/15/15,5.73,1/15/15,I
34683,7215,1/15/15,31.8,10/23/10,L
34684,6513,1/15/15,72.46,11/8/14,I
34685,53,1/16/15,17.28,3/23/00,B
34686,807,1/16/15,21.14,2/14/10,B
34687,520,1/16/15,7.36,5/24/14,A
34688,568,1/16/15,22.05,3/1/02,B
34689,1600,1/16/15,9.32,10/30/06,B
34690,1273,1/16/15,12.21,3/20/10,H
34691,2721,1/16/15,7.78,4/21/13,K
34692,2789,1/16/15,15.16,5/29/13,C
34693,1752,1/16/15,61.97,8/4/13,I
34694,3298,1/16/15,26.51,11/23/14,M
34695,2078,1/16/15,29.19,10/1/14,I
34696,834,1/16/15,20.9,6/26/13,H
34697,3298,1/16/15,6.55,11/23/14,M
34698,1356,1/16/15,24.35,7/1/13,G
34699,4294,1/16/15,57.02,7/25/13,I
34700,3786,1/16/15,48.43,6/7/13,O
34701,2705,1/16/15,35.57,7/1/13,C
34702,4847,1/16/15,17.79,7/4/14,B
34703,4820,1/16/15,49.18,1/9/14,M
34704,5505,1/16/15,22.05,7/2/13,B
34705,4369,1/16/15,9.24,11/4/13,E
34706,4717,1/16/15,31.73,11/4/13,S
34707,6299,1/16/15,25.02,10/21/06,B
34708,7275,1/16/15,63.12,4/11/14,G
34709,4533,1/16/15,29.51,12/3/13,C
34710,5199,1/16/15,24.94,12/3/13,P
34711,7207,1/16/15,32.7,11/27/06,L
34712,9253,1/16/15,20.73,1/16/15,C
34713,6340,1/16/15,13.34,12/15/14,C
34714,9828,1/16/15,59.76,1/16/15,I
34715,7322,1/16/15,14.25,3/8/07,C
34716,6758,1/16/15,63.12,3/14/12,M
34717,213,1/17/15,62.13,6/7/08,A
34718,674,1/17/15,38.52,9/26/09,D
34719,338,1/17/15,96.31,7/19/09,G
34720,18,1/17/15,75.73,7/24/04,I
34721,115,1/17/15,31.89,3/29/08,L
34722,14,1/17/15,58.19,6/24/04,F
34723,1111,1/17/15,76.97,1/4/15,B
34724,380,1/17/15,67.07,10/21/07,B
34725,93,1/17/15,26.06,1/1/01,B
34726,1445,1/17/15,30.64,2/19/11,B
34727,1877,1/17/15,13.03,12/19/13,K
34728,2304,1/17/15,6.5,1/17/15,C
34729,1167,1/17/15,59.75,12/21/12,C
34730,1512,1/17/15,24.99,7/2/13,C
34731,2600,1/17/15,47.31,1/17/15,A
34732,2373,1/17/15,14.91,1/17/15,B
34733,1107,1/17/15,54.75,5/25/13,I
34734,1885,1/17/15,13.67,12/11/12,I
34735,2845,1/17/15,36.48,1/17/15,I
34736,1189,1/17/15,35.16,4/27/14,I
34737,2692,1/17/15,3.74,12/20/14,C
34738,2101,1/17/15,49.59,1/21/99,B
34739,3582,1/17/15,99.18,1/17/15,C
34740,1969,1/17/15,16.15,6/6/13,G
34741,4189,1/17/15,104.49,10/14/14,K
34742,3083,1/17/15,86.26,1/20/15,S
34743,3011,1/17/15,26.97,3/21/14,C
34744,2043,1/17/15,7.3,1/21/15,G
34745,4271,1/17/15,59.92,1/17/15,I
34746,1649,1/17/15,36.8,7/1/13,S
34747,2526,1/17/15,19.16,7/1/13,M
34748,4618,1/17/15,12.88,3/21/14,C
34749,4625,1/17/15,23.77,9/17/13,H
34750,5213,1/17/15,48.33,3/21/14,C
34751,5760,1/17/15,23.09,3/21/14,C
34752,5465,1/17/15,19.97,4/3/14,P
34753,6298,1/17/15,81.15,11/8/14,C
34754,6192,1/17/15,10.24,12/7/13,B
34755,7017,1/17/15,10.52,7/13/07,H
34756,7036,1/17/15,81.15,7/30/14,E
34757,4580,1/17/15,37.29,9/2/13,C
34758,4230,1/17/15,5.5,7/2/13,G
34759,8044,1/17/15,49.02,1/29/04,C
34760,8092,1/17/15,43.13,1/17/15,M
34761,5161,1/17/15,24.51,1/29/14,F
34762,6994,1/17/15,8.52,9/29/11,G
34763,9055,1/17/15,10.38,1/17/15,T
34764,7017,1/17/15,9.83,7/13/07,H
34765,8145,1/17/15,28.07,1/17/15,P
34766,7168,1/17/15,43.21,9/12/14,M
34767,6292,1/17/15,16.62,6/23/09,G
34768,84,1/18/15,8.77,11/21/08,B
34769,668,1/18/15,20.41,10/4/09,C
34770,544,1/18/15,10.76,12/5/11,H
34771,1067,1/18/15,98.6,12/16/09,D
34772,1607,1/18/15,14.34,1/20/11,C
34773,2043,1/18/15,6.55,1/21/15,G
34774,1096,1/18/15,13.08,10/28/14,C
34775,4026,1/18/15,37.3,1/18/15,C
34776,2221,1/18/15,24.19,7/1/13,I
34777,4438,1/18/15,14.26,9/2/13,C
34778,3011,1/18/15,53.94,3/21/14,C
34779,4580,1/18/15,82.36,9/2/13,C
34780,2221,1/18/15,71.33,7/1/13,I
