id,user,transaction_date,sales_amount,join_date,region,,
47724,1094,2016-01-17,70.32,2009-05-19,I,,
47725,355,2016-01-17,35.60,2010-07-31,B,,
47726,4,2016-01-17,47.27,2011-07-28,B,,
47727,1391,2016-01-17,53.20,2014-04-02,I,,
47728,1652,2016-01-17,35.98,2015-01-28,M,,
47729,2511,2016-01-17,8.60,2014-10-14,D,,
47730,3304,2016-01-17,10.73,2016-01-17,B,,
47731,3400,2016-01-17,12.13,2016-01-17,C,,
47732,3271,2016-01-17,123.31,2013-11-28,F,,
47733,1295,2016-01-17,9.41,2015-10-13,A,,
47734,2787,2016-01-17,10.57,2015-09-24,H,,
47735,3229,2016-01-17,16.31,2013-07-01,L,,
47736,3271,2016-01-17,21.71,2013-11-28,F,,
47737,5623,2016-01-17,2.46,2014-06-19,E,,
47738,4240,2016-01-17,30.09,2013-08-07,H,,
47739,6405,2016-01-17,12.96,2014-01-20,C,,
47740,4747,2016-01-17,4.84,2014-02-10,G,,
47741,5235,2016-01-17,6.48,2014-11-12,G,,
47742,6950,2016-01-17,10.65,2014-05-17,G,,
47743,6660,2016-01-17,9.74,2006-06-13,P,,
47744,6107,2016-01-17,17.20,2014-01-29,C,,
47745,6269,2016-01-17,171.64,2008-04-01,I,,
47746,6567,2016-01-17,160.44,2014-12-14,C,,
47747,507,2016-01-18,36.79,2009-05-10,C,,
47748,610,2016-01-18,14.74,2001-12-31,O,,
47749,426,2016-01-18,17.61,2007-09-28,B,,
47750,25,2016-01-18,30.66,2001-01-01,B,,
47751,24,2016-01-18,20.14,2008-02-28,J,,
47752,807,2016-01-18,4.68,2010-02-14,B,,
47753,267,2016-01-18,37.32,2008-11-17,B,,
47754,267,2016-01-18,38.59,2008-11-17,B,,
47755,348,2016-01-18,77.20,2009-08-29,C,,
47756,711,2016-01-18,63.15,2002-04-06,L,,
47757,38,2016-01-18,3.10,2011-04-03,B,,
47758,1653,2016-01-18,31.84,2014-06-19,C,,
47759,1417,2016-01-18,37.38,2007-03-02,B,,
47760,1711,2016-01-18,5.73,2013-07-25,B,,
47761,3988,2016-01-18,66.23,2016-01-18,H,,
47762,2617,2016-01-18,47.27,2013-07-01,B,,
47763,3740,2016-01-18,31.56,2013-08-01,I,,
47764,4790,2016-01-18,58.77,2014-10-13,C,,
47765,4982,2016-01-18,38.06,2014-03-21,C,,
47766,4359,2016-01-18,8.13,2013-08-01,C,,
47767,4001,2016-01-18,77.08,2013-07-02,A,,
47768,6172,2016-01-18,78.61,2013-12-18,L,,
47769,6755,2016-01-18,7.37,2015-01-05,C,,
47770,5334,2016-01-18,40.90,2010-01-29,G,,
47771,7057,2016-01-18,26.15,2008-05-29,B,,
47772,6735,2016-01-18,25.33,2015-05-30,F,,
47773,8647,2016-01-18,44.81,2016-01-18,C,,
47774,7322,2016-01-18,5.58,2007-03-08,C,,
47775,6905,2016-01-18,28.40,2007-01-03,A,,
47776,8379,2016-01-18,9.83,2008-03-06,P,,
47777,8490,2016-01-18,36.15,2003-08-06,D,,
47778,1498,2016-01-19,31.88,2012-10-02,B,,
47779,1674,2016-01-19,63.94,2015-04-18,C,,
47780,685,2016-01-19,39.29,2011-06-24,C,,
47781,810,2016-01-19,30.72,2012-07-31,B,,
47782,3891,2016-01-19,68.49,2016-01-19,B,,
47783,2329,2016-01-19,27.46,2013-06-06,G,,
47784,3385,2016-01-19,17.13,2013-11-04,D,,
47785,4717,2016-01-19,165.99,2013-11-04,S,,
47786,3487,2016-01-19,32.95,2013-07-02,B,,
47787,5312,2016-01-19,22.80,2014-03-21,A,,
47788,3383,2016-01-19,40.33,2013-07-02,I,,
47789,8836,2016-01-19,61.16,2009-06-26,A,,
47790,7909,2016-01-19,12.20,2011-04-11,G,,
47791,84,2016-01-20,96.51,2008-11-21,B,,
47792,774,2016-01-20,22.78,2011-12-28,K,,
47793,1934,2016-01-20,59.83,2013-07-01,G,,
47794,744,2016-01-20,16.31,2011-11-03,I,,
47795,1674,2016-01-20,103.36,2015-04-18,C,,
47796,925,2016-01-20,44.19,2014-08-09,A,,
47797,2310,2016-01-20,13.62,2013-07-01,B,,
47798,2823,2016-01-20,98.78,2009-05-17,B,,
47799,3024,2016-01-20,31.07,2014-08-05,G,,
47800,2297,2016-01-20,66.95,2013-07-02,N,,
47801,1754,2016-01-20,34.30,2013-07-02,B,,
47802,2607,2016-01-20,2.05,2015-01-15,C,,
47803,3507,2016-01-20,28.61,2013-07-02,F,,
47804,3649,2016-01-20,6.70,2013-11-19,C,,
47805,4615,2016-01-20,17.87,2013-07-02,S,,
47806,3649,2016-01-20,2.14,2013-11-19,C,,
47807,629,2016-01-20,10.14,2013-07-02,N,,
47808,4339,2016-01-20,50.83,2013-11-28,L,,
47809,4490,2016-01-20,0.00,2014-12-26,A,,
47810,4339,2016-01-20,77.31,2013-11-28,L,,
47811,6570,2016-01-20,87.73,2015-02-14,P,,
47812,5373,2016-01-20,49.06,2013-11-20,L,,
47813,7007,2016-01-20,10.24,2015-01-23,D,,
47814,6830,2016-01-20,38.93,2014-04-23,B,,
47815,8077,2016-01-20,5.68,2015-01-24,I,,
47816,8266,2016-01-20,26.97,2011-08-08,L,,
47817,7669,2016-01-20,31.89,2011-09-14,O,,
47818,7780,2016-01-20,93.18,2005-10-24,D,,
47819,319,2016-01-21,8.11,1999-03-30,B,,
47820,96,2016-01-21,58.34,2008-01-11,M,,
47821,1779,2016-01-21,37.12,2013-04-05,N,,
47822,621,2016-01-21,58.53,2011-08-23,C,,
47823,3500,2016-01-21,10.18,2013-07-25,D,,
47824,4490,2016-01-21,64.77,2014-12-26,A,,
47825,4056,2016-01-21,6.15,2013-08-21,G,,
47826,3649,2016-01-21,12.17,2013-11-19,C,,
47827,4207,2016-01-21,26.64,2013-08-21,B,,
47828,4979,2016-01-21,59.75,2013-09-02,B,,
47829,5166,2016-01-21,46.66,2014-01-29,C,,
47830,5414,2016-01-21,38.84,2010-07-30,C,,
47831,6915,2016-01-21,35.36,2012-07-03,G,,
47832,7250,2016-01-21,30.25,2014-11-12,G,,
47833,7450,2016-01-21,41.13,2016-01-21,S,,
47834,7334,2016-01-21,38.53,2014-05-10,P,,
47835,8422,2016-01-21,64.67,2016-01-21,I,,
47836,9272,2016-01-21,36.80,2016-01-21,G,,
47837,5588,2016-01-21,75.25,2014-06-27,M,,
47838,9817,2016-01-21,63.78,2016-01-21,S,,
47839,9926,2016-01-21,61.35,2016-01-21,C,,
47840,1018,2016-01-22,99.31,2012-07-15,D,,
47841,742,2016-01-22,12.69,2010-01-30,B,,
47842,1397,2016-01-22,11.47,2013-04-15,D,,
47843,4,2016-01-22,70.64,2011-07-28,B,,
47844,979,2016-01-22,28.61,2011-12-03,B,,
47845,1752,2016-01-22,55.66,2013-08-04,I,,
47846,1590,2016-01-22,12.70,2014-05-19,B,,
47847,1590,2016-01-22,188.60,2014-05-19,B,,
47848,505,2016-01-22,8.93,2002-05-20,B,,
47849,3806,2016-01-22,59.29,2016-01-22,B,,
47850,2722,2016-01-22,9.75,2015-10-05,C,,
47851,1580,2016-01-22,17.05,2014-11-11,P,,
47852,2617,2016-01-22,44.85,2013-07-01,B,,
47853,2795,2016-01-22,27.78,2015-10-17,C,,
47854,3854,2016-01-22,36.77,2015-10-08,B,,
47855,3143,2016-01-22,35.16,2015-01-18,S,,
47856,3434,2016-01-22,80.96,2013-09-02,L,,
47857,4597,2016-01-22,8.11,2013-11-20,M,,
47858,5700,2016-01-22,44.24,2014-10-13,C,,
47859,4617,2016-01-22,41.15,2014-03-21,L,,
47860,6223,2016-01-22,103.14,2014-03-21,G,,
47861,5372,2016-01-22,13.03,2014-03-21,L,,
47862,5241,2016-01-22,32.09,2013-11-04,S,,
47863,7431,2016-01-22,80.17,2016-01-22,H,,
47864,4559,2016-01-22,13.03,2013-10-30,P,,
47865,7999,2016-01-22,32.46,2016-01-15,M,,
47866,6968,2016-01-22,61.47,2014-04-13,I,,
47867,8615,2016-01-22,8.12,2016-01-22,F,,
47868,7031,2016-01-22,43.03,2016-01-22,I,,
47869,10,2016-01-23,76.10,2001-01-01,C,,
47870,305,2016-01-23,42.46,2001-01-01,B,,
47871,393,2016-01-23,37.66,2010-04-19,B,,
47872,209,2016-01-23,22.05,2003-10-24,B,,
47873,284,2016-01-23,28.53,2005-09-01,B,,
47874,168,2016-01-23,34.35,2003-09-17,H,,
47875,1134,2016-01-23,26.64,2013-07-24,O,,
47876,1006,2016-01-23,28.61,2011-05-16,H,,
47877,865,2016-01-23,38.44,2012-04-29,C,,
47878,900,2016-01-23,4.84,2010-02-03,B,,
47879,2043,2016-01-23,38.67,2015-01-21,G,,
47880,557,2016-01-23,53.33,2012-07-04,F,,
47881,1260,2016-01-23,27.79,2003-01-03,B,,
47882,706,2016-01-23,39.22,2012-05-16,D,,
47883,2958,2016-01-23,7.31,2016-01-23,I,,
47884,3203,2016-01-23,53.20,2014-03-21,M,,
47885,2001,2016-01-23,30.98,2014-12-20,D,,
47886,3722,2016-01-23,46.56,2013-07-01,S,,
47887,2622,2016-01-23,6.48,2015-07-08,C,,
47888,3559,2016-01-23,93.25,2015-11-05,B,,
47889,3650,2016-01-23,10.59,2013-07-01,A,,
47890,4085,2016-01-23,34.30,2016-01-23,C,,
47891,3376,2016-01-23,218.28,2013-12-03,G,,
47892,3649,2016-01-23,26.93,2013-11-19,C,,
47893,4580,2016-01-23,54.96,2013-09-02,C,,
47894,2566,2016-01-23,8.18,2013-06-29,D,,
47895,4334,2016-01-23,5.66,2013-07-25,C,,
47896,4971,2016-01-23,10.17,2014-01-09,G,,
47897,6352,2016-01-23,31.90,2014-05-10,D,,
47898,5719,2016-01-23,57.11,2013-10-04,M,,
47899,6702,2016-01-23,43.36,2015-02-11,G,,
47900,5459,2016-01-23,17.61,2014-04-28,I,,
47901,6647,2016-01-23,50.22,2014-11-29,I,,
47902,4690,2016-01-23,2.82,2013-10-30,C,,
47903,5659,2016-01-23,68.14,2014-03-21,D,,
47904,7082,2016-01-23,83.44,2014-10-30,P,,
47905,6167,2016-01-23,8.18,2013-10-30,B,,
47906,4240,2016-01-23,46.48,2013-08-07,H,,
47907,7354,2016-01-23,241.57,2016-01-23,A,,
47908,7838,2016-01-23,103.12,2015-12-02,B,,
47909,8048,2016-01-23,43.58,2006-09-11,F,,
47910,5804,2016-01-23,43.58,2014-10-01,M,,
47911,8113,2016-01-23,14.59,2016-01-23,C,,
47912,6301,2016-01-23,30.64,2013-11-07,D,,
47913,7202,2016-01-23,9.42,2015-03-03,C,,
47914,267,2016-01-24,26.88,2008-11-17,B,,
47915,4,2016-01-24,39.00,2011-07-28,B,,
47916,3012,2016-01-24,31.79,2016-01-24,C,,
47917,3023,2016-01-24,30.67,2016-01-24,C,,
47918,3556,2016-01-24,20.48,2016-01-24,M,,
47919,2777,2016-01-24,44.09,2012-01-13,B,,
47920,2528,2016-01-24,14.67,2013-07-01,G,,
47921,4622,2016-01-24,10.57,2013-06-09,G,,
47922,2910,2016-01-24,20.41,2013-05-20,C,,
47923,3538,2016-01-24,37.99,2016-01-24,C,,
47924,4703,2016-01-24,16.36,2014-01-08,M,,
47925,5420,2016-01-24,11.32,2016-01-24,O,,
47926,3870,2016-01-24,25.24,2014-11-30,I,,
47927,4785,2016-01-24,52.10,2013-12-18,G,,
47928,5614,2016-01-24,57.48,2014-03-26,C,,
47929,6968,2016-01-24,36.08,2014-04-13,I,,
47930,6495,2016-01-24,1.67,2015-11-03,M,,
47931,7624,2016-01-24,89.50,2012-10-14,D,,
47932,40,2016-01-25,12.54,1999-03-29,B,,
47933,27,2016-01-25,53.20,2004-05-27,D,,
47934,807,2016-01-25,22.86,2010-02-14,B,,
47935,545,2016-01-25,41.74,2009-12-16,M,,
47936,37,2016-01-25,33.69,2001-01-01,B,,
47937,734,2016-01-25,263.44,2004-12-15,M,,
47938,2120,2016-01-25,11.01,2015-02-09,L,,
47939,302,2016-01-25,66.95,2012-04-17,J,,
47940,2020,2016-01-25,19.66,2015-12-11,C,,
47941,3040,2016-01-25,47.38,2015-03-11,C,,
47942,1987,2016-01-25,69.91,2013-06-22,C,,
47943,1506,2016-01-25,18.85,2015-04-18,D,,
47944,2297,2016-01-25,91.99,2013-07-02,N,,
47945,4302,2016-01-25,46.64,2013-07-02,I,,
47946,4006,2016-01-25,58.04,2014-11-10,H,,
47947,4413,2016-01-25,42.95,2013-07-02,I,,
47948,3326,2016-01-25,21.15,2014-11-12,G,,
47949,4626,2016-01-25,48.11,2013-08-21,B,,
47950,4240,2016-01-25,76.57,2013-08-07,H,,
47951,6564,2016-01-25,95.04,2010-05-06,I,,
47952,6023,2016-01-25,60.62,2014-04-09,G,,
47953,6302,2016-01-25,22.52,2014-05-15,R,,
47954,6921,2016-01-25,16.31,2015-12-05,C,,
47955,7155,2016-01-25,10.38,2014-04-26,A,,
47956,8011,2016-01-25,276.65,2016-01-25,I,,
47957,6243,2016-01-25,107.84,2009-11-27,G,,
47958,6968,2016-01-25,25.60,2014-04-13,I,,
47959,6467,2016-01-25,13.35,2016-01-25,E,,
47960,66,2016-01-26,58.85,2009-12-08,M,,
47961,1694,2016-01-26,455.82,2013-07-01,B,,
47962,1951,2016-01-26,42.46,2013-05-18,B,,
47963,2550,2016-01-26,67.62,2015-02-12,E,,
47964,1164,2016-01-26,117.91,2012-10-11,B,,
47965,629,2016-01-26,54.65,2013-07-02,N,,
47966,2310,2016-01-26,10.57,2013-07-01,B,,
47967,834,2016-01-26,21.23,2013-06-26,H,,
47968,1827,2016-01-26,8.11,2013-07-01,I,,
47969,3349,2016-01-26,26.22,2014-11-12,G,,
47970,3161,2016-01-26,38.67,2013-07-02,L,,
47971,1694,2016-01-26,54.04,2013-07-01,B,,
47972,3649,2016-01-26,1.59,2013-11-19,C,,
47973,3733,2016-01-26,16.23,2014-03-21,E,,
47974,4346,2016-01-26,9.74,2013-11-28,I,,
47975,3933,2016-01-26,32.34,2013-07-25,O,,
47976,3242,2016-01-26,20.23,2014-03-21,I,,
47977,3319,2016-01-26,72.46,2014-03-21,G,,
47978,3692,2016-01-26,103.11,2013-10-04,D,,
47979,4761,2016-01-26,18.35,2013-09-17,G,,
47980,5066,2016-01-26,24.27,2013-11-28,D,,
47981,6339,2016-01-26,81.03,2013-12-20,I,,
47982,5330,2016-01-26,41.84,2013-12-03,H,,
47983,3292,2016-01-26,61.42,2013-07-01,S,,
47984,4394,2016-01-26,18.11,2013-10-04,F,,
47985,7750,2016-01-26,40.46,2011-03-13,M,,
47986,5728,2016-01-26,6.96,2003-08-25,C,,
47987,9208,2016-01-26,26.80,2014-11-11,S,,
47988,4394,2016-01-26,55.25,2013-10-04,F,,
47989,6008,2016-01-26,15.13,2008-03-08,G,,
47990,1176,2016-01-27,1.23,2013-11-14,M,,
47991,23,2016-01-27,17.13,1999-01-18,B,,
47992,989,2016-01-27,8.61,2008-09-02,C,,
47993,1381,2016-01-27,28.10,2008-07-14,B,,
47994,4,2016-01-27,13.84,2011-07-28,B,,
47995,348,2016-01-27,108.54,2009-08-29,C,,
47996,834,2016-01-27,15.48,2013-06-26,H,,
47997,2112,2016-01-27,32.63,2014-08-29,I,,
47998,3622,2016-01-27,63.07,2013-07-25,P,,
47999,3622,2016-01-27,14.08,2013-07-25,P,,
48000,1820,2016-01-27,57.99,2013-07-02,C,,
48001,4781,2016-01-27,13.77,2013-07-25,I,,
48002,4574,2016-01-27,13.85,2013-08-21,P,,
48003,6774,2016-01-27,16.39,2006-12-02,S,,
48004,6987,2016-01-27,12.30,2009-01-23,F,,
48005,7267,2016-01-27,18.77,2009-05-30,M,,
48006,7736,2016-01-27,44.20,2016-01-27,D,,
48007,6087,2016-01-27,111.14,2013-05-23,P,,
48008,7946,2016-01-27,32.69,2010-03-19,G,,
48009,8021,2016-01-27,122.62,2015-03-11,S,,
48010,6288,2016-01-27,30.67,2010-11-11,E,,
48011,5032,2016-01-27,107.52,2013-12-18,G,,
48012,23,2016-01-28,14.56,1999-01-18,B,,
48013,199,2016-01-28,11.07,2009-10-03,E,,
48014,10,2016-01-28,74.27,2001-01-01,C,,
48015,32,2016-01-28,38.67,2008-08-05,B,,
48016,568,2016-01-28,56.07,2002-03-01,B,,
48017,615,2016-01-28,24.40,2003-09-30,B,,
48018,1538,2016-01-28,96.58,2015-03-03,C,,
48019,1542,2016-01-28,29.43,2015-10-13,C,,
48020,321,2016-01-28,12.69,2010-11-22,B,,
48021,99,2016-01-28,39.44,2010-12-12,B,,
48022,992,2016-01-28,21.53,2010-10-14,C,,
48023,2678,2016-01-28,16.39,2011-11-29,C,,
48024,764,2016-01-28,223.91,2013-05-09,I,,
48025,2098,2016-01-28,32.77,2015-01-26,C,,
48026,764,2016-01-28,29.19,2013-05-09,I,,
48027,1233,2016-01-28,65.90,2004-12-07,B,,
48028,1746,2016-01-28,0.00,2014-02-21,A,,
48029,1746,2016-01-28,76.94,2014-02-21,A,,
48030,629,2016-01-28,8.91,2013-07-02,N,,
48031,1323,2016-01-28,47.21,2013-07-01,H,,
48032,2153,2016-01-28,16.37,2013-07-01,S,,
48033,3649,2016-01-28,2.45,2013-11-19,C,,
48034,4473,2016-01-28,29.43,2013-08-21,P,,
48035,3385,2016-01-28,19.10,2013-11-04,D,,
48036,2552,2016-01-28,46.04,2013-07-02,S,,
48037,4362,2016-01-28,39.25,2013-11-04,C,,
48038,1506,2016-01-28,71.12,2015-04-18,D,,
48039,4125,2016-01-28,35.94,2014-11-20,A,,
48040,4113,2016-01-28,12.21,2013-07-25,C,,
48041,4804,2016-01-28,25.33,2013-10-30,L,,
48042,4924,2016-01-28,26.21,2014-01-09,H,,
48043,5166,2016-01-28,8.12,2014-01-29,C,,
48044,7424,2016-01-28,226.59,2016-01-28,I,,
48045,6898,2016-01-28,26.15,2007-02-16,C,,
48046,7125,2016-01-28,12.88,2010-05-13,E,,
48047,5620,2016-01-28,68.69,2014-04-16,I,,
48048,5161,2016-01-28,28.69,2014-01-29,F,,
48049,8388,2016-01-28,8.11,2013-02-01,M,,
48050,5799,2016-01-28,52.19,2014-01-09,S,,
48051,6389,2016-01-28,21.15,2016-01-03,M,,
48052,5593,2016-01-28,42.30,2014-01-09,O,,
48053,268,2016-01-29,12.21,2004-06-12,B,,
48054,44,2016-01-29,7.31,2001-01-01,B,,
48055,146,2016-01-29,11.39,2010-05-07,B,,
48056,547,2016-01-29,53.98,2010-05-08,M,,
48057,200,2016-01-29,4.09,2007-09-20,J,,
48058,267,2016-01-29,22.03,2008-11-17,B,,
48059,58,2016-01-29,11.07,2009-08-04,I,,
48060,194,2016-01-29,76.12,2010-04-23,M,,
48061,1632,2016-01-29,66.15,2010-12-13,C,,
48062,321,2016-01-29,28.34,2010-11-22,B,,
48063,2098,2016-01-29,34.34,2015-01-26,C,,
48064,891,2016-01-29,55.27,2009-07-28,B,,
48065,279,2016-01-29,35.46,2011-05-31,D,,
48066,1972,2016-01-29,77.26,2013-07-01,A,,
48067,2420,2016-01-29,2.46,2015-07-27,C,,
48068,1154,2016-01-29,44.18,2013-10-02,C,,
48069,1270,2016-01-29,30.89,2011-01-24,C,,
48070,3166,2016-01-29,29.34,2016-01-29,C,,
48071,3343,2016-01-29,16.31,2016-01-29,C,,
48072,2196,2016-01-29,4.09,2013-06-11,B,,
48073,2957,2016-01-29,21.14,2013-07-02,I,,
48074,4340,2016-01-29,6.48,2014-03-21,P,,
48075,3045,2016-01-29,10.65,2015-10-31,H,,
48076,4952,2016-01-29,34.98,2013-12-16,I,,
48077,4830,2016-01-29,45.00,2013-11-04,O,,
48078,4992,2016-01-29,37.36,2013-12-23,C,,
48079,3807,2016-01-29,101.65,2013-05-24,S,,
48080,2253,2016-01-29,16.39,2014-10-14,P,,
48081,4527,2016-01-29,12.16,2013-08-16,A,,
48082,4294,2016-01-29,78.41,2013-07-25,I,,
48083,5016,2016-01-29,64.83,2013-12-18,E,,
48084,5823,2016-01-29,90.31,2013-11-04,G,,
48085,6687,2016-01-29,32.62,2015-12-05,I,,
48086,6162,2016-01-29,14.17,2015-07-07,C,,
48087,6931,2016-01-29,54.65,2014-07-31,I,,
48088,4260,2016-01-29,22.38,2014-05-02,A,,
48089,4600,2016-01-29,65.50,2013-12-19,I,,
48090,5223,2016-01-29,6.89,2013-07-25,G,,
48091,5725,2016-01-29,0.82,2003-06-06,N,,
48092,7994,2016-01-29,53.12,2015-05-31,Q,,
48093,5917,2016-01-29,33.12,2014-06-21,P,,
48094,8468,2016-01-29,31.07,2015-12-17,P,,
48095,9031,2016-01-29,122.22,2016-01-29,E,,
48096,6801,2016-01-29,19.59,2014-02-10,H,,
48097,5611,2016-01-29,28.68,2013-12-03,M,,
48098,6459,2016-01-29,41.74,2014-04-05,B,,
48099,6064,2016-01-29,13.03,2008-05-21,K,,
48100,7354,2016-01-29,219.69,2016-01-23,A,,
48101,124,2016-01-30,22.23,2010-02-11,J,,
48102,43,2016-01-30,6.72,2002-08-21,B,,
48103,139,2016-01-30,74.75,1999-12-24,B,,
48104,246,2016-01-30,39.09,2007-01-17,B,,
48105,122,2016-01-30,222.98,2009-01-09,B,,
48106,124,2016-01-30,22.23,2010-02-11,J,,
48107,117,2016-01-30,16.31,2005-08-12,B,,
48108,1726,2016-01-30,14.74,2013-10-17,B,,
48109,1861,2016-01-30,30.67,2015-12-23,M,,
48110,2329,2016-01-30,17.62,2013-06-06,G,,
48111,1385,2016-01-30,53.41,2013-12-14,K,,
48112,1972,2016-01-30,20.34,2013-07-01,A,,
48113,2735,2016-01-30,50.96,2015-11-07,N,,
48114,3569,2016-01-30,53.42,2013-07-01,S,,
48115,3314,2016-01-30,8.18,2015-11-27,B,,
48116,859,2016-01-30,37.30,2012-08-26,J,,
48117,2352,2016-01-30,9.00,2013-07-25,I,,
48118,2167,2016-01-30,152.21,2013-07-01,O,,
48119,3242,2016-01-30,12.23,2014-03-21,I,,
48120,1661,2016-01-30,32.55,2013-07-01,C,,
48121,1656,2016-01-30,22.87,2013-07-01,G,,
48122,2544,2016-01-30,93.94,2013-07-01,F,,
48123,4379,2016-01-30,72.67,2013-07-02,C,,
48124,3242,2016-01-30,38.06,2014-03-21,I,,
48125,3242,2016-01-30,7.06,2014-03-21,I,,
48126,4064,2016-01-30,134.51,2013-09-02,H,,
48127,4702,2016-01-30,93.32,2014-03-21,L,,
48128,4873,2016-01-30,6.48,2013-10-04,G,,
48129,5065,2016-01-30,54.17,2013-07-25,S,,
48130,6187,2016-01-30,66.20,2014-03-21,I,,
48131,4971,2016-01-30,10.57,2014-01-09,G,,
48132,6260,2016-01-30,84.72,2007-10-23,O,,
48133,6894,2016-01-30,20.41,2005-11-16,D,,
48134,6328,2016-01-30,31.07,2011-03-30,B,,
48135,6894,2016-01-30,36.72,2005-11-16,D,,
48136,6753,2016-01-30,29.43,2014-12-11,S,,
48137,7308,2016-01-30,2.38,2014-05-31,P,,
48138,4859,2016-01-30,98.84,2013-08-21,F,,
48139,7027,2016-01-30,69.59,2007-11-02,H,,
48140,5369,2016-01-30,18.28,2013-12-20,D,,
48141,5258,2016-01-30,28.61,2014-03-29,C,,
48142,7252,2016-01-30,38.67,2013-12-15,D,,
48143,7511,2016-01-30,14.59,2014-11-12,F,,
48144,7691,2016-01-30,9.51,2012-05-31,P,,
48145,4841,2016-01-30,123.94,2013-09-17,S,,
48146,7637,2016-01-30,67.94,2014-03-21,C,,
48147,44,2016-01-31,153.11,2001-01-01,B,,
48148,12,2016-01-31,87.17,2006-01-20,E,,
48149,286,2016-01-31,5.68,2007-06-29,E,,
48150,336,2016-01-31,2.46,2010-05-28,N,,
48151,544,2016-01-31,37.53,2011-12-05,H,,
48152,4,2016-01-31,88.46,2011-07-28,B,,
48153,2844,2016-01-31,31.90,2013-07-01,O,,
48154,2883,2016-01-31,6.14,2011-08-03,C,,
48155,3263,2016-01-31,70.64,2013-07-25,I,,
48156,933,2016-01-31,89.66,2014-11-12,N,,
48157,2968,2016-01-31,58.96,2013-07-02,C,,
48158,3263,2016-01-31,54.04,2013-07-25,I,,
48159,2221,2016-01-31,41.24,2013-07-01,I,,
48160,2504,2016-01-31,34.98,2013-07-01,P,,
48161,4701,2016-01-31,16.97,2014-01-09,G,,
48162,4825,2016-01-31,26.97,2013-11-10,I,,
48163,6123,2016-01-31,52.19,2015-03-09,P,,
48164,6790,2016-01-31,65.72,2014-04-23,D,,
48165,8736,2016-01-31,14.67,2013-01-20,M,,
48166,8147,2016-01-31,21.81,2009-11-18,C,,
48167,37,2016-02-01,36.20,2001-01-01,B,,
48168,200,2016-02-01,10.24,2007-09-20,J,,
48169,174,2016-02-01,2.05,1999-12-24,B,,
48170,1172,2016-02-01,4.02,2011-12-03,B,,
48171,1691,2016-02-01,34.31,2012-12-13,M,,
48172,1533,2016-02-01,21.31,2010-11-30,I,,
48173,552,2016-02-01,7.77,2010-09-24,B,,
48174,1260,2016-02-01,24.98,2003-01-03,B,,
48175,2827,2016-02-01,36.81,2015-09-09,A,,
48176,2607,2016-02-01,54.04,2015-01-15,C,,
48177,3766,2016-02-01,48.28,2015-12-07,C,,
48178,4108,2016-02-01,82.21,2013-07-01,I,,
48179,3263,2016-02-01,188.55,2013-07-25,I,,
48180,3534,2016-02-01,12.94,2013-07-02,E,,
48181,3786,2016-02-01,27.19,2013-06-07,O,,
48182,2399,2016-02-01,59.75,2015-12-10,C,,
48183,3947,2016-02-01,39.94,2013-08-01,A,,
48184,4339,2016-02-01,25.26,2013-11-28,L,,
48185,4240,2016-02-01,47.14,2013-08-07,H,,
48186,5676,2016-02-01,53.04,2013-12-02,A,,
48187,5559,2016-02-01,146.41,2014-02-10,P,,
48188,7809,2016-02-01,53.20,2016-02-01,S,,
48189,6963,2016-02-01,74.50,2004-09-12,P,,
48190,8451,2016-02-01,11.39,2014-12-14,D,,
48191,8876,2016-02-01,10.24,2012-05-30,G,,
48192,5406,2016-02-01,48.50,2012-06-26,G,,
48193,9312,2016-02-01,26.89,2004-12-14,P,,
48194,6563,2016-02-01,42.92,2015-06-16,C,,
48195,9952,2016-02-01,17.61,2016-02-01,G,,
48196,164,2016-02-02,49.92,2002-07-09,B,,
48197,194,2016-02-02,38.06,2010-04-23,M,,
48198,24,2016-02-02,31.90,2008-02-28,J,,
48199,37,2016-02-02,10.57,2001-01-01,B,,
48200,1343,2016-02-02,2.45,2016-02-02,B,,
48201,123,2016-02-02,22.45,2002-10-25,B,,
48202,981,2016-02-02,42.36,2009-07-29,M,,
48203,2185,2016-02-02,51.56,2016-02-02,C,,
48204,685,2016-02-02,24.32,2011-06-24,C,,
48205,629,2016-02-02,50.85,2013-07-02,N,,
48206,28,2016-02-02,131.44,2011-04-16,J,,
48207,1593,2016-02-02,40.90,2012-10-17,B,,
48208,2851,2016-02-02,20.32,2013-07-02,Q,,
48209,1952,2016-02-02,73.95,2011-12-20,I,,
48210,3410,2016-02-02,19.25,2015-10-18,C,,
48211,2154,2016-02-02,42.97,2015-05-04,B,,
48212,3928,2016-02-02,28.61,2016-02-02,I,,
48213,2208,2016-02-02,120.53,2013-07-01,B,,
48214,3410,2016-02-02,31.48,2015-10-18,C,,
48215,2108,2016-02-02,55.70,2013-07-01,G,,
48216,2297,2016-02-02,17.15,2013-07-02,N,,
48217,3143,2016-02-02,12.14,2015-01-18,S,,
48218,4218,2016-02-02,31.84,2015-02-05,C,,
48219,3567,2016-02-02,55.25,2013-07-25,A,,
48220,3242,2016-02-02,130.13,2014-03-21,I,,
48221,5413,2016-02-02,16.55,2014-10-14,G,,
48222,7163,2016-02-02,32.38,2015-01-05,G,,
48223,7901,2016-02-02,138.44,2016-02-02,B,,
48224,6996,2016-02-02,39.26,2015-10-29,C,,
48225,5838,2016-02-02,20.24,2014-11-10,G,,
