id,user,transaction_date,sales_amount,join_date,region,,
48226,9102,2016-02-02,22.04,2012-07-02,L,,
48227,6278,2016-02-02,102.70,2014-03-21,F,,
48228,7843,2016-02-02,35.15,2011-10-29,B,,
48229,447,2016-02-03,10.65,2010-04-01,D,,
48230,810,2016-02-03,11.39,2012-07-31,B,,
48231,1175,2016-02-03,19.59,2012-11-09,M,,
48232,602,2016-02-03,19.67,2013-09-02,H,,
48233,1488,2016-02-03,43.44,2010-05-13,C,,
48234,2399,2016-02-03,1.63,2015-12-10,C,,
48235,1417,2016-02-03,40.45,2007-03-02,B,,
48236,3449,2016-02-03,12.62,2013-07-01,C,,
48237,1800,2016-02-03,44.75,2013-05-17,C,,
48238,4075,2016-02-03,65.65,2013-07-02,D,,
48239,1754,2016-02-03,26.97,2013-07-02,B,,
48240,4087,2016-02-03,9.34,2014-10-14,C,,
48241,1576,2016-02-03,4.98,2013-05-30,C,,
48242,2108,2016-02-03,10.57,2013-07-01,G,,
48243,4001,2016-02-03,23.07,2013-07-02,A,,
48244,3484,2016-02-03,10.90,2013-07-02,C,,
48245,4954,2016-02-03,32.46,2014-03-21,D,,
48246,5504,2016-02-03,9.01,2013-12-03,B,,
48247,5081,2016-02-03,9.42,2013-11-28,D,,
48248,5453,2016-02-03,21.22,2015-04-04,T,,
48249,6967,2016-02-03,23.69,2014-03-21,I,,
48250,5449,2016-02-03,26.97,2013-12-18,P,,
48251,5417,2016-02-03,16.31,2014-03-21,B,,
48252,8027,2016-02-03,62.64,2012-09-21,P,,
48253,8575,2016-02-03,13.03,2014-03-21,F,,
48254,7714,2016-02-03,26.95,2004-08-04,S,,
48255,9464,2016-02-03,12.29,2013-04-22,P,,
48256,7118,2016-02-03,86.03,2007-07-03,F,,
48257,6008,2016-02-03,24.51,2008-03-08,G,,
48258,52,2016-02-04,13.03,2004-09-29,B,,
48259,53,2016-02-04,33.93,2000-03-23,B,,
48260,22,2016-02-04,75.56,2005-07-06,B,,
48261,762,2016-02-04,65.34,2009-11-01,C,,
48262,1722,2016-02-04,4.02,2005-11-15,B,,
48263,657,2016-02-04,10.73,2009-10-02,B,,
48264,2763,2016-02-04,52.38,2016-02-04,C,,
48265,2098,2016-02-04,29.43,2015-01-26,C,,
48266,3530,2016-02-04,99.27,2016-02-04,C,,
48267,3649,2016-02-04,16.47,2013-11-19,C,,
48268,3952,2016-02-04,42.38,2016-02-04,J,,
48269,4084,2016-02-04,51.56,2014-03-21,H,,
48270,4386,2016-02-04,36.15,2013-07-02,D,,
48271,2053,2016-02-04,36.41,2013-07-01,L,,
48272,3385,2016-02-04,18.35,2013-11-04,D,,
48273,3164,2016-02-04,39.02,2014-03-21,B,,
48274,4626,2016-02-04,174.59,2013-08-21,B,,
48275,3383,2016-02-04,40.00,2013-07-02,I,,
48276,3242,2016-02-04,138.32,2014-03-21,I,,
48277,4495,2016-02-04,27.79,2014-01-09,G,,
48278,3242,2016-02-04,3.63,2014-03-21,I,,
48279,4897,2016-02-04,37.44,2014-01-29,H,,
48280,6684,2016-02-04,67.95,2014-10-09,H,,
48281,4600,2016-02-04,41.13,2013-12-19,I,,
48282,5270,2016-02-04,26.14,2003-02-27,L,,
48283,4245,2016-02-04,273.30,2013-09-17,O,,
48284,4848,2016-02-04,16.15,2013-09-17,I,,
48285,7666,2016-02-04,26.15,2015-10-31,I,,
48286,8008,2016-02-04,36.21,2003-10-23,I,,
48287,5553,2016-02-04,25.41,2013-12-03,S,,
48288,10,2016-02-05,90.91,2001-01-01,C,,
48289,929,2016-02-05,89.03,2004-07-13,B,,
48290,1112,2016-02-05,26.97,2010-03-13,I,,
48291,704,2016-02-05,41.72,2010-03-19,C,,
48292,1300,2016-02-05,9.68,2002-12-13,B,,
48293,657,2016-02-05,23.69,2009-10-02,B,,
48294,28,2016-02-05,19.61,2011-04-16,J,,
48295,2417,2016-02-05,44.53,1999-12-05,B,,
48296,1233,2016-02-05,30.74,2004-12-07,B,,
48297,1761,2016-02-05,71.39,2008-04-16,C,,
48298,629,2016-02-05,14.08,2013-07-02,N,,
48299,3612,2016-02-05,9.50,2016-02-05,M,,
48300,2550,2016-02-05,16.96,2015-02-12,E,,
48301,2789,2016-02-05,38.44,2013-05-29,C,,
48302,1307,2016-02-05,58.52,2013-08-21,G,,
48303,2649,2016-02-05,34.97,2013-07-01,I,,
48304,1627,2016-02-05,10.57,2015-01-13,I,,
48305,4070,2016-02-05,40.90,2013-07-02,S,,
48306,1753,2016-02-05,44.77,2015-02-06,C,,
48307,4776,2016-02-05,30.67,2013-10-04,C,,
48308,4577,2016-02-05,49.73,2013-07-25,I,,
48309,4125,2016-02-05,75.46,2014-11-20,A,,
48310,5498,2016-02-05,36.08,2014-10-24,I,,
48311,5012,2016-02-05,28.61,2014-03-21,E,,
48312,4820,2016-02-05,30.91,2014-01-09,M,,
48313,6334,2016-02-05,101.47,2016-02-05,H,,
48314,5749,2016-02-05,36.81,2013-12-18,A,,
48315,5012,2016-02-05,39.26,2014-03-21,E,,
48316,6878,2016-02-05,17.13,2015-08-26,G,,
48317,5346,2016-02-05,51.47,2006-06-07,B,,
48318,6428,2016-02-05,53.35,2015-12-10,C,,
48319,7016,2016-02-05,23.36,2014-11-01,G,,
48320,8280,2016-02-05,18.77,2015-11-18,C,,
48321,6677,2016-02-05,8.86,2005-10-05,B,,
48322,6378,2016-02-05,27.79,2006-11-10,L,,
48323,8828,2016-02-05,59.75,2016-02-05,P,,
48324,5363,2016-02-05,10.24,2015-06-27,G,,
48325,6690,2016-02-05,28.93,2014-11-10,O,,
48326,8483,2016-02-05,13.77,2012-03-03,L,,
48327,190,2016-02-06,138.13,2008-03-06,I,,
48328,195,2016-02-06,17.87,2006-09-03,B,,
48329,37,2016-02-06,15.49,2001-01-01,B,,
48330,754,2016-02-06,16.31,1999-01-11,B,,
48331,10,2016-02-06,16.71,2001-01-01,C,,
48332,253,2016-02-06,36.80,2009-08-01,B,,
48333,200,2016-02-06,13.44,2007-09-20,J,,
48334,1040,2016-02-06,66.70,2011-12-31,P,,
48335,91,2016-02-06,13.08,1999-03-20,B,,
48336,214,2016-02-06,52.79,2014-04-17,H,,
48337,2688,2016-02-06,45.17,2013-07-01,O,,
48338,2838,2016-02-06,78.02,2016-02-06,M,,
48339,549,2016-02-06,47.38,2003-10-30,I,,
48340,2854,2016-02-06,20.33,2013-06-03,H,,
48341,3206,2016-02-06,56.15,2016-02-06,A,,
48342,1539,2016-02-06,17.29,2015-12-12,C,,
48343,2408,2016-02-06,24.51,2013-05-18,G,,
48344,3568,2016-02-06,11.32,2016-02-06,I,,
48345,2854,2016-02-06,6.48,2013-06-03,H,,
48346,629,2016-02-06,19.27,2013-07-02,N,,
48347,2500,2016-02-06,12.26,2015-10-31,L,,
48348,3237,2016-02-06,26.15,2015-11-24,B,,
48349,2409,2016-02-06,15.96,2013-06-06,P,,
48350,3649,2016-02-06,10.76,2013-11-19,C,,
48351,2528,2016-02-06,74.81,2013-07-01,G,,
48352,1555,2016-02-06,5.33,2013-07-25,P,,
48353,2471,2016-02-06,45.49,2013-08-21,O,,
48354,3649,2016-02-06,9.77,2013-11-19,C,,
48355,1966,2016-02-06,17.63,2013-07-01,I,,
48356,2705,2016-02-06,16.31,2013-07-01,C,,
48357,3280,2016-02-06,30.15,2013-07-01,G,,
48358,3933,2016-02-06,81.72,2013-07-25,F,,
48359,5412,2016-02-06,27.70,2014-03-21,O,,
48360,3242,2016-02-06,7.99,2014-03-21,I,,
48361,3242,2016-02-06,130.57,2014-03-21,I,,
48362,4762,2016-02-06,58.65,2014-03-21,D,,
48363,5058,2016-02-06,22.80,2014-12-14,A,,
48364,4449,2016-02-06,8.11,2013-12-18,G,,
48365,4240,2016-02-06,70.21,2013-08-07,H,,
48366,3008,2016-02-06,80.25,2013-08-01,S,,
48367,6683,2016-02-06,88.96,2003-08-30,G,,
48368,6480,2016-02-06,51.52,2004-04-30,G,,
48369,6667,2016-02-06,50.35,2014-11-11,P,,
48370,8108,2016-02-06,51.56,2016-02-06,I,,
48371,5308,2016-02-06,14.67,2013-11-04,H,,
48372,7288,2016-02-06,27.14,2014-10-21,S,,
48373,9220,2016-02-06,8.11,2016-02-06,B,,
48374,7207,2016-02-06,28.28,2006-11-27,L,,
48375,7288,2016-02-06,85.77,2014-10-21,S,,
48376,8948,2016-02-06,13.03,2010-11-15,H,,
48377,39,2016-02-07,13.37,2009-01-04,L,,
48378,661,2016-02-07,12.21,2009-09-18,D,,
48379,46,2016-02-07,15.95,2008-11-18,B,,
48380,57,2016-02-07,31.81,2013-11-14,C,,
48381,751,2016-02-07,37.38,2009-10-28,E,,
48382,321,2016-02-07,4.84,2010-11-22,B,,
48383,898,2016-02-07,109.17,2013-07-17,D,,
48384,488,2016-02-07,10.57,2010-09-12,N,,
48385,1385,2016-02-07,99.07,2013-12-14,K,,
48386,3273,2016-02-07,12.21,2013-07-25,B,,
48387,3514,2016-02-07,46.64,2013-09-02,F,,
48388,1661,2016-02-07,57.26,2013-07-01,C,,
48389,4377,2016-02-07,34.30,2013-08-21,L,,
48390,2297,2016-02-07,68.79,2013-07-02,N,,
48391,3898,2016-02-07,13.77,2014-03-21,B,,
48392,4955,2016-02-07,68.73,2014-03-21,E,,
48393,5494,2016-02-07,48.28,2013-10-30,C,,
48394,6732,2016-02-07,53.78,2014-01-15,D,,
48395,4690,2016-02-07,11.39,2013-10-30,C,,
48396,8781,2016-02-07,50.22,2015-09-05,A,,
48397,8830,2016-02-07,9.82,2015-12-23,I,,
48398,7977,2016-02-07,26.07,2014-09-02,L,,
48399,7790,2016-02-07,43.36,2013-02-02,I,,
48400,6730,2016-02-07,9.77,2013-12-17,P,,
48401,756,2016-02-08,3.27,2013-04-08,H,,
48402,588,2016-02-08,51.51,2009-04-23,H,,
48403,93,2016-02-08,6.96,2001-01-01,B,,
48404,1276,2016-02-08,49.91,2010-08-18,H,,
48405,493,2016-02-08,15.97,2009-11-02,B,,
48406,100,2016-02-08,62.53,2010-09-26,E,,
48407,2389,2016-02-08,71.97,2016-02-08,H,,
48408,2870,2016-02-08,46.64,2016-02-08,A,,
48409,2870,2016-02-08,0.20,2016-02-08,A,,
48410,3452,2016-02-08,43.58,2014-12-18,E,,
48411,925,2016-02-08,27.80,2014-08-09,A,,
48412,2990,2016-02-08,17.45,2013-07-01,H,,
48413,4284,2016-02-08,11.47,2013-08-01,G,,
48414,1972,2016-02-08,10.46,2013-07-01,A,,
48415,4248,2016-02-08,30.66,2014-03-21,S,,
48416,2416,2016-02-08,236.98,2013-07-01,T,,
48417,4971,2016-02-08,10.57,2014-01-09,G,,
48418,4678,2016-02-08,8.13,2013-07-02,F,,
48419,6064,2016-02-08,31.23,2008-05-21,K,,
48420,4718,2016-02-08,39.12,2014-11-08,N,,
48421,4977,2016-02-08,50.96,2013-12-20,B,,
48422,3978,2016-02-08,54.04,2013-12-18,M,,
48423,5497,2016-02-08,57.30,2013-12-18,F,,
48424,4868,2016-02-08,30.30,2014-12-14,L,,
48425,5508,2016-02-08,9.34,2014-11-10,M,,
48426,7356,2016-02-08,9.41,2009-09-09,G,,
48427,7907,2016-02-08,7.78,2014-10-28,P,,
48428,7250,2016-02-08,31.90,2014-11-12,G,,
48429,5680,2016-02-08,21.32,2014-11-08,A,,
48430,7386,2016-02-08,66.24,2012-11-16,G,,
48431,7250,2016-02-08,38.67,2014-11-12,G,,
48432,9792,2016-02-08,48.84,2016-02-08,B,,
48433,7651,2016-02-08,32.38,2015-01-02,B,,
48434,32,2016-02-09,54.02,2008-08-05,B,,
48435,602,2016-02-09,50.74,2013-09-02,H,,
48436,16,2016-02-09,12.20,2001-01-01,B,,
48437,146,2016-02-09,39.87,2010-05-07,B,,
48438,1372,2016-02-09,53.20,2011-11-23,K,,
48439,4,2016-02-09,30.36,2011-07-28,B,,
48440,469,2016-02-09,21.14,2011-11-19,C,,
48441,1414,2016-02-09,80.08,2011-09-10,C,,
48442,2298,2016-02-09,76.10,2016-02-09,D,,
48443,2001,2016-02-09,30.98,2014-12-20,D,,
48444,1711,2016-02-09,39.11,2013-07-25,B,,
48445,3087,2016-02-09,30.99,2013-07-02,B,,
48446,2008,2016-02-09,3.28,2013-12-16,B,,
48447,629,2016-02-09,5.53,2013-07-02,N,,
48448,2488,2016-02-09,35.36,2013-07-01,S,,
48449,3087,2016-02-09,50.75,2013-07-02,B,,
48450,3788,2016-02-09,22.05,2013-11-14,G,,
48451,4340,2016-02-09,8.60,2014-03-21,P,,
48452,5035,2016-02-09,16.31,2014-03-21,H,,
48453,5281,2016-02-09,13.85,2014-01-09,H,,
48454,6252,2016-02-09,28.44,2014-05-30,A,,
48455,5794,2016-02-09,51.56,2014-10-02,I,,
48456,7526,2016-02-09,33.45,2016-02-09,D,,
48457,4565,2016-02-09,11.04,2014-12-25,G,,
48458,4868,2016-02-09,134.41,2014-12-14,L,,
48459,8215,2016-02-09,16.31,2015-05-14,C,,
48460,4854,2016-02-09,17.87,2014-03-21,D,,
48461,7883,2016-02-09,69.59,2008-03-08,B,,
48462,7737,2016-02-09,26.97,2006-07-08,O,,
48463,37,2016-02-10,39.82,2001-01-01,B,,
48464,2,2016-02-10,58.83,2004-06-29,B,,
48465,495,2016-02-10,39.58,2010-10-02,J,,
48466,348,2016-02-10,50.28,2009-08-29,C,,
48467,245,2016-02-10,42.36,2010-11-13,H,,
48468,495,2016-02-10,52.19,2010-10-02,J,,
48469,2376,2016-02-10,104.75,2014-03-21,K,,
48470,1673,2016-02-10,8.19,2014-05-10,M,,
48471,768,2016-02-10,36.99,2015-02-16,L,,
48472,3129,2016-02-10,63.87,2015-06-02,C,,
48473,1939,2016-02-10,7.68,2014-09-10,B,,
48474,1580,2016-02-10,20.41,2014-11-11,P,,
48475,3974,2016-02-10,48.77,2016-02-10,B,,
48476,2662,2016-02-10,78.98,2013-06-06,B,,
48477,3242,2016-02-10,340.46,2014-03-21,I,,
48478,3024,2016-02-10,15.82,2014-08-05,G,,
48479,3529,2016-02-10,20.94,2016-02-10,C,,
48480,1715,2016-02-10,8.04,2014-03-21,A,,
48481,1754,2016-02-10,32.70,2013-07-02,B,,
48482,4531,2016-02-10,40.98,2013-10-30,M,,
48483,5717,2016-02-10,28.61,2014-03-21,S,,
48484,4868,2016-02-10,41.64,2014-12-14,L,,
48485,4963,2016-02-10,111.24,2014-10-13,A,,
48486,6059,2016-02-10,26.48,2011-03-28,G,,
48487,6892,2016-02-10,18.03,2016-02-10,A,,
48488,7572,2016-02-10,4.84,2016-02-10,I,,
48489,6208,2016-02-10,16.56,2012-06-23,E,,
48490,6763,2016-02-10,32.70,2014-12-03,H,,
48491,6987,2016-02-10,66.12,2009-01-23,F,,
48492,126,2016-02-11,17.95,2005-04-11,I,,
48493,122,2016-02-11,32.65,2009-01-09,B,,
48494,24,2016-02-11,10.57,2008-02-28,J,,
48495,242,2016-02-11,59.84,2010-05-08,C,,
48496,430,2016-02-11,21.31,1999-06-27,B,,
48497,815,2016-02-11,53.12,2005-11-07,B,,
48498,29,2016-02-11,7.71,2008-08-20,B,,
48499,8,2016-02-11,48.27,2002-12-21,B,,
48500,467,2016-02-11,56.97,2009-10-17,C,,
48501,630,2016-02-11,17.53,2010-03-20,I,,
48502,28,2016-02-11,30.67,2011-04-16,J,,
48503,656,2016-02-11,28.28,2012-07-17,M,,
48504,1460,2016-02-11,85.03,1999-11-15,B,,
48505,147,2016-02-11,31.29,2011-06-24,I,,
48506,495,2016-02-11,7.31,2010-10-02,J,,
48507,629,2016-02-11,7.93,2013-07-02,N,,
48508,2542,2016-02-11,12.21,2013-09-03,B,,
48509,1821,2016-02-11,16.31,2011-07-05,B,,
48510,1391,2016-02-11,57.79,2014-04-02,I,,
48511,1609,2016-02-11,10.24,2012-04-21,C,,
48512,1915,2016-02-11,22.89,2013-06-06,A,,
48513,3746,2016-02-11,10.73,2015-03-12,C,,
48514,3846,2016-02-11,34.98,2016-02-11,B,,
48515,2764,2016-02-11,14.03,2013-06-17,M,,
48516,629,2016-02-11,7.93,2013-07-02,N,,
48517,3943,2016-02-11,38.44,2013-08-01,G,,
48518,1915,2016-02-11,0.98,2013-06-06,A,,
48519,1987,2016-02-11,59.75,2013-06-22,C,,
48520,2310,2016-02-11,35.21,2013-07-01,B,,
48521,4010,2016-02-11,20.47,2014-05-04,I,,
48522,3750,2016-02-11,52.12,2015-02-14,G,,
48523,3947,2016-02-11,15.02,2013-08-01,A,,
48524,3011,2016-02-11,56.89,2014-03-21,C,,
48525,2610,2016-02-11,48.62,2013-06-04,S,,
48526,5883,2016-02-11,53.20,2014-03-21,D,,
48527,5161,2016-02-11,7.11,2014-01-29,F,,
48528,3308,2016-02-11,45.82,2013-07-25,L,,
48529,2221,2016-02-11,79.77,2013-07-01,I,,
48530,5548,2016-02-11,49.92,2014-03-21,I,,
48531,4485,2016-02-11,22.89,2014-03-21,A,,
48532,5579,2016-02-11,16.31,2013-03-04,I,,
48533,5620,2016-02-11,42.29,2014-04-16,I,,
48534,6257,2016-02-11,30.72,2011-08-21,H,,
48535,7840,2016-02-11,76.15,2016-02-11,A,,
48536,6564,2016-02-11,45.44,2010-05-06,I,,
48537,6905,2016-02-11,34.53,2007-01-03,A,,
48538,7481,2016-02-11,20.89,2014-06-05,L,,
48539,3487,2016-02-11,45.38,2013-07-02,B,,
48540,6573,2016-02-11,72.87,2015-01-31,G,,
48541,5166,2016-02-11,66.45,2014-01-29,C,,
48542,5759,2016-02-11,39.29,2014-01-27,C,,
48543,7551,2016-02-11,42.13,2013-11-02,A,,
48544,12,2016-02-12,67.52,2006-01-20,E,,
48545,18,2016-02-12,46.54,2004-07-24,I,,
48546,99,2016-02-12,28.69,2010-12-12,B,,
48547,1042,2016-02-12,23.69,2009-07-24,H,,
48548,962,2016-02-12,34.31,2010-07-28,I,,
48549,454,2016-02-12,88.97,2012-02-04,B,,
48550,4,2016-02-12,18.61,2011-07-28,B,,
48551,99,2016-02-12,33.75,2010-12-12,B,,
48552,2426,2016-02-12,37.51,2015-09-30,C,,
48553,1480,2016-02-12,20.39,2014-04-21,B,,
48554,992,2016-02-12,44.70,2010-10-14,C,,
48555,2904,2016-02-12,19.67,2016-02-12,A,,
48556,1656,2016-02-12,30.67,2013-07-01,G,,
48557,1873,2016-02-12,77.35,2014-12-22,I,,
48558,3329,2016-02-12,10.57,2016-02-12,B,,
48559,3563,2016-02-12,41.64,2016-02-12,C,,
48560,629,2016-02-12,24.52,2013-07-02,N,,
48561,1800,2016-02-12,69.20,2013-05-17,C,,
48562,2899,2016-02-12,27.60,2013-07-01,M,,
48563,3280,2016-02-12,20.81,2013-07-01,G,,
48564,3750,2016-02-12,30.98,2015-02-14,G,,
48565,629,2016-02-12,8.11,2013-07-02,N,,
48566,5015,2016-02-12,23.54,2014-03-21,A,,
48567,2352,2016-02-12,47.88,2013-07-25,I,,
48568,4125,2016-02-12,33.04,2014-11-20,A,,
48569,4934,2016-02-12,76.78,2013-10-30,I,,
48570,4488,2016-02-12,27.79,2013-09-02,G,,
48571,4665,2016-02-12,61.38,2013-07-01,H,,
48572,5288,2016-02-12,20.08,2014-03-21,G,,
48573,4240,2016-02-12,44.93,2013-08-07,H,,
48574,4841,2016-02-12,62.36,2013-09-17,S,,
48575,5065,2016-02-12,28.69,2013-07-25,S,,
48576,7089,2016-02-12,136.64,2013-05-06,A,,
48577,6108,2016-02-12,45.93,2013-09-02,C,,
48578,6341,2016-02-12,72.87,2014-03-26,C,,
48579,5902,2016-02-12,171.60,2014-02-10,L,,
48580,8226,2016-02-12,78.61,2010-06-01,B,,
48581,7031,2016-02-12,86.80,2016-01-22,I,,
48582,8422,2016-02-12,26.88,2016-01-21,I,,
48583,6288,2016-02-12,38.06,2010-11-11,E,,
48584,4529,2016-02-12,26.15,2013-08-21,O,,
48585,9160,2016-02-12,51.56,2016-02-12,S,,
48586,6707,2016-02-12,34.36,2010-10-12,C,,
48587,7354,2016-02-12,98.78,2016-01-23,A,,
48588,619,2016-02-13,14.56,2009-04-22,I,,
48589,53,2016-02-13,126.15,2000-03-23,B,,
48590,668,2016-02-13,78.61,2009-10-04,B,,
48591,310,2016-02-13,37.37,2010-11-14,M,,
48592,468,2016-02-13,79.24,2006-08-10,F,,
48593,1272,2016-02-13,41.18,2012-10-27,B,,
48594,394,2016-02-13,22.54,2002-09-19,B,,
48595,636,2016-02-13,34.36,2004-02-18,C,,
48596,1545,2016-02-13,41.74,2015-06-13,C,,
48597,412,2016-02-13,67.16,2009-10-10,I,,
48598,401,2016-02-13,72.87,2011-09-16,E,,
48599,1195,2016-02-13,31.56,2013-08-07,C,,
48600,1266,2016-02-13,42.56,2011-09-17,A,,
48601,71,2016-02-13,17.12,2010-09-30,B,,
48602,2178,2016-02-13,12.70,2014-05-04,C,,
48603,2560,2016-02-13,171.37,2013-07-01,C,,
48604,566,2016-02-13,58.53,2012-08-04,B,,
48605,1711,2016-02-13,205.45,2013-07-25,B,,
48606,1969,2016-02-13,33.56,2013-06-06,G,,
48607,817,2016-02-13,18.03,2006-02-24,B,,
48608,2906,2016-02-13,34.92,2015-06-06,I,,
48609,629,2016-02-13,36.21,2013-07-02,N,,
48610,3321,2016-02-13,24.59,2016-02-13,I,,
48611,3443,2016-02-13,132.06,2016-02-13,C,,
48612,3486,2016-02-13,18.21,2016-02-13,E,,
48613,3621,2016-02-13,60.47,2016-02-13,A,,
48614,629,2016-02-13,18.38,2013-07-02,N,,
48615,1385,2016-02-13,30.67,2013-12-14,K,,
48616,2043,2016-02-13,69.96,2015-01-21,G,,
48617,1576,2016-02-13,44.46,2013-05-30,C,,
48618,1741,2016-02-13,18.11,2014-12-24,C,,
48619,2906,2016-02-13,36.15,2015-06-06,I,,
48620,629,2016-02-13,25.76,2013-07-02,N,,
48621,3874,2016-02-13,94.75,2016-02-13,B,,
48622,2504,2016-02-13,106.10,2013-07-01,P,,
48623,3940,2016-02-13,37.44,2016-02-13,B,,
48624,3970,2016-02-13,40.21,2013-12-03,I,,
48625,2908,2016-02-13,33.92,2016-02-13,M,,
48626,4070,2016-02-13,80.25,2013-07-02,S,,
48627,3722,2016-02-13,49.45,2013-07-01,S,,
48628,3649,2016-02-13,74.33,2013-11-19,C,,
48629,4307,2016-02-13,14.75,2013-12-03,O,,
48630,1639,2016-02-13,51.58,2013-07-01,G,,
48631,629,2016-02-13,12.23,2013-07-02,N,,
48632,3881,2016-02-13,40.77,2013-06-16,F,,
48633,4842,2016-02-13,11.88,2013-07-02,H,,
48634,4738,2016-02-13,12.30,2014-03-21,B,,
48635,4959,2016-02-13,44.93,2014-03-21,A,,
48636,3933,2016-02-13,36.21,2013-07-25,F,,
48637,3083,2016-02-13,89.01,2015-01-20,S,,
48638,3405,2016-02-13,76.15,2013-08-01,G,,
48639,4843,2016-02-13,74.00,2013-11-13,I,,
48640,4665,2016-02-13,15.49,2013-07-01,H,,
48641,4377,2016-02-13,20.73,2013-08-21,L,,
48642,5808,2016-02-13,301.14,2003-10-18,H,,
48643,4928,2016-02-13,61.60,2013-12-03,P,,
48644,4991,2016-02-13,31.29,2013-11-04,C,,
48645,5167,2016-02-13,52.50,2013-10-30,H,,
48646,4281,2016-02-13,58.34,2013-11-04,G,,
48647,5569,2016-02-13,85.94,2013-09-02,F,,
48648,4678,2016-02-13,57.30,2013-07-02,F,,
48649,5189,2016-02-13,11.79,2015-03-03,C,,
48650,6411,2016-02-13,7.37,2013-10-04,P,,
48651,6751,2016-02-13,54.65,2014-01-29,C,,
48652,6767,2016-02-13,101.07,2011-07-07,F,,
48653,7062,2016-02-13,60.80,2015-01-10,H,,
48654,5353,2016-02-13,13.03,2013-10-30,B,,
48655,5258,2016-02-13,31.84,2014-03-29,C,,
48656,6385,2016-02-13,71.70,2007-11-24,F,,
48657,6428,2016-02-13,35.51,2015-12-10,C,,
48658,6702,2016-02-13,52.38,2015-02-11,G,,
48659,7269,2016-02-13,13.85,2005-09-26,B,,
48660,6882,2016-02-13,39.29,2015-02-19,G,,
48661,7397,2016-02-13,37.44,2015-12-07,I,,
48662,7801,2016-02-13,4.02,2015-11-07,C,,
48663,4529,2016-02-13,0.00,2013-08-21,O,,
48664,5197,2016-02-13,5.19,2014-01-09,L,,
48665,8495,2016-02-13,63.03,2004-11-20,H,,
48666,6881,2016-02-13,19.43,2003-09-01,D,,
48667,6389,2016-02-13,19.59,2016-01-03,M,,
48668,7258,2016-02-13,28.04,2016-01-15,M,,
48669,7737,2016-02-13,90.82,2006-07-08,O,,
48670,9219,2016-02-13,36.20,2016-02-13,C,,
48671,5246,2016-02-13,14.67,2013-11-09,B,,
48672,5696,2016-02-13,17.70,2015-05-30,C,,
48673,6913,2016-02-13,49.73,2015-11-10,G,,
48674,7608,2016-02-13,7.11,2004-03-06,C,,
48675,7465,2016-02-13,59.75,2003-07-14,S,,
48676,6744,2016-02-13,60.80,2003-09-09,G,,
48677,6422,2016-02-13,135.31,2003-07-13,C,,
48678,8395,2016-02-13,19.67,2007-01-20,O,,
48679,6389,2016-02-13,10.49,2016-01-03,M,,
48680,5459,2016-02-13,37.35,2014-04-28,I,,
48681,52,2016-02-14,39.29,2004-09-29,B,,
48682,123,2016-02-14,24.51,2002-10-25,B,,
48683,662,2016-02-14,130.09,2010-07-30,M,,
48684,58,2016-02-14,62.88,2009-08-04,I,,
48685,565,2016-02-14,44.81,2010-10-30,B,,
48686,207,2016-02-14,20.41,2011-01-29,B,,
48687,1855,2016-02-14,55.27,2012-11-30,H,,
48688,898,2016-02-14,9.00,2013-07-17,D,,
48689,1861,2016-02-14,38.67,2015-12-23,M,,
48690,28,2016-02-14,12.78,2011-04-16,J,,
48691,1197,2016-02-14,4.09,2000-09-01,B,,
48692,2622,2016-02-14,8.86,2015-07-08,C,,
48693,629,2016-02-14,29.44,2013-07-02,N,,
48694,629,2016-02-14,19.41,2013-07-02,N,,
48695,629,2016-02-14,49.12,2013-07-02,N,,
48696,3957,2016-02-14,55.66,2016-02-14,B,,
48697,4029,2016-02-14,26.15,2016-02-14,J,,
48698,2844,2016-02-14,34.11,2013-07-01,O,,
48699,2580,2016-02-14,38.52,2014-03-21,O,,
48700,629,2016-02-14,50.96,2013-07-02,N,,
48701,2461,2016-02-14,29.44,2014-11-12,A,,
48702,4139,2016-02-14,48.28,2014-11-12,G,,
48703,3507,2016-02-14,125.98,2013-07-02,F,,
48704,4230,2016-02-14,26.53,2013-07-02,G,,
48705,5978,2016-02-14,165.56,2015-10-16,C,,
48706,4647,2016-02-14,38.44,2014-01-29,A,,
48707,4990,2016-02-14,75.42,2013-11-04,C,,
48708,5217,2016-02-14,38.06,2014-04-15,S,,
48709,5591,2016-02-14,68.94,2014-07-13,H,,
48710,7434,2016-02-14,98.77,2003-06-10,O,,
48711,5217,2016-02-14,39.90,2014-04-15,S,,
48712,8021,2016-02-14,34.98,2015-03-11,S,,
48713,7207,2016-02-14,57.94,2006-11-27,L,,
48714,6905,2016-02-14,73.97,2007-01-03,A,,
48715,6582,2016-02-14,75.49,2005-04-14,I,,
48716,6689,2016-02-14,22.87,2011-01-03,L,,
48717,8589,2016-02-14,70.40,2012-11-20,O,,
48718,5978,2016-02-14,13.09,2015-10-16,C,,
48719,9928,2016-02-14,45.49,2004-06-06,P,,
48720,209,2016-02-15,19.18,2003-10-24,B,,
48721,384,2016-02-15,90.80,2008-03-08,C,,
48722,2,2016-02-15,39.48,2004-06-29,B,,
48723,339,2016-02-15,10.90,2009-07-21,B,,
48724,2078,2016-02-15,38.67,2014-10-01,I,,
48725,2920,2016-02-15,26.14,2015-05-25,B,,
48726,3649,2016-02-15,55.15,2013-11-19,C,,
48727,1506,2016-02-15,54.65,2015-04-18,D,,
48728,4014,2016-02-15,27.63,2016-02-15,G,,
